,url,length_of_url,number_of_dots,number_of_hyphens_in_domain,length_of_directory,length_of_domain,words_in_domain,has_alexa_rank,country_code,words,length_of_largest_domain_token,length_of_largest_path_token,len_of_filename,num_dot_in_filename,num_delims_in_filename,length_of_arguments,length_of_largest_variable
602,http://www.51ysxs.com/9482/TL.CA.B2.C3.B4.CA.C7.D0.D4.D6.CF.CF.A2.html,63.0,15.0,0.0,6.0,14.0,3.0,0.0,225.0,17.0,6.0,4.0,43.0,13.0,0.0,0.0,0.0
604,http://9779.info/%E5%89%91%E4%B8%89%E4%B8%90%E5%B8%AE%E5%8E%9F%E7%94%BB/,65.0,1.0,0.0,56.0,9.0,2.0,1.0,225.0,15.0,4.0,54.0,0.0,0.0,0.0,0.0,0.0
605,http://filmnj.com/wp-admin/user/admin_user/view_.html,46.0,2.0,0.0,26.0,10.0,2.0,0.0,225.0,9.0,6.0,10.0,10.0,1.0,1.0,0.0,0.0
606,http://9779.info/%E5%87%A0%E4%BD%95%E5%9B%BE%E5%BD%A2%E6%88%BF%E5%AD%90%E6%8B%BC%E8%B4%B4%E7%94%BB/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,24.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
607,http://9779.info/%E5%84%BF%E7%AB%A5%E7%B2%98%E8%B4%B4%E7%94%BB/,56.0,1.0,0.0,47.0,9.0,2.0,1.0,225.0,15.0,4.0,45.0,0.0,0.0,0.0,0.0,0.0
609,http://9779.info/%E4%BA%BA%E7%89%A9%E8%9B%8B%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,17.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
610,http://amazon.co.uk/b/ref=amb_link_19556965_16/202-2513040-1206232?ie=UTF8&node=300530&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=left-1&pf_rd_r=0DG8DJ450KXWNMRJRS66&pf_rd_t=101&pf_rd_p=131580891&pf_rd_i=300435,191.0,2.0,0.0,28.0,12.0,3.0,1.0,225.0,25.0,6.0,24.0,19.0,0.0,2.0,132.0,20.0
611,http://cltmusic.com/wp-content/themes/gigawatt/color-styles/dark/style.css,67.0,2.0,0.0,46.0,12.0,2.0,0.0,225.0,12.0,8.0,12.0,9.0,1.0,0.0,0.0,0.0
612,http://9779.info/%E5%84%BF%E7%AB%A5%E6%88%BF%E8%B4%B4%E7%94%BB%E6%95%88%E6%9E%9C%E5%9B%BE/,83.0,1.0,0.0,74.0,9.0,2.0,1.0,225.0,20.0,4.0,72.0,0.0,0.0,0.0,0.0,0.0
619,http://9779.info/%E5%B9%BF%E5%91%8A%E6%8B%9B%E8%B4%B4%E7%94%BB%E7%8E%AF%E4%BF%9D%E5%9B%BE%E7%89%87/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,23.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
620,http://9779.info/%E8%9D%B4%E8%9D%B6%20%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/,68.0,1.0,0.0,59.0,9.0,2.0,1.0,225.0,16.0,4.0,57.0,0.0,0.0,0.0,0.0,0.0
621,http://twitter.com/share?url=http://www.greeteasy.com/salute-the-tricolor/,67.0,3.0,0.0,56.0,11.0,2.0,1.0,225.0,10.0,7.0,19.0,0.0,0.0,0.0,0.0,0.0
626,http://amazon.co.uk/s/ref=sr_nr_p_4_1/202-2513040-1206232?ie=UTF8&rh=n:595314,70.0,2.0,0.0,19.0,12.0,3.0,1.0,225.0,13.0,6.0,15.0,19.0,0.0,2.0,20.0,8.0
627,http://ancestry.co.uk/search/db.aspx?dbid=14900,40.0,3.0,0.0,8.0,14.0,3.0,1.0,225.0,9.0,8.0,6.0,7.0,1.0,0.0,11.0,5.0
628,http://9779.info/%E6%98%86%E6%9B%B2%E5%89%AA%E8%B4%B4%E7%94%BB/,56.0,1.0,0.0,47.0,9.0,2.0,1.0,225.0,16.0,4.0,45.0,0.0,0.0,0.0,0.0,0.0
630,http://wxztjz.com/e/public/onclick?enews=donews&classid=47&id=54,57.0,1.0,0.0,10.0,10.0,2.0,0.0,225.0,11.0,6.0,6.0,7.0,0.0,0.0,30.0,6.0
632,http://amazon.co.uk/gp/product/B00005LIQJ/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-6&pf_rd_r=1JRSQYA94TXH1FJYTSQJ&pf_rd_t=101&pf_rd_p=114295791&pf_rd_i=573398,168.0,2.0,0.0,23.0,12.0,3.0,1.0,225.0,22.0,6.0,10.0,19.0,0.0,2.0,114.0,20.0
634,http://azhin.com/wp-content/languages/055/e78884b3bd8ee7bb4683b471f64f14d8/,68.0,1.0,0.0,59.0,9.0,2.0,0.0,225.0,8.0,5.0,32.0,0.0,0.0,0.0,0.0,0.0
635,http://9779.info/%E6%8A%98%E7%BA%B8%E6%89%87%E5%AD%90%E6%8B%BC%E8%B4%B4%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,20.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
636,http://9779.info/%E5%8D%A1%E7%BA%B8%E6%89%8B%E5%B7%A5%E5%88%B6%E4%BD%9C%E7%B2%98%E8%B4%B4%E7%94%BB/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,25.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
638,http://amazon.co.uk/b/ref=amb_link_141894_22/202-2513040-1206232?ie=UTF8&node=11083261&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-5&pf_rd_r=1R3HM5AP8DQHYNP2Y4NF&pf_rd_t=101&pf_rd_p=132547091&pf_rd_i=11052671,195.0,2.0,0.0,26.0,12.0,3.0,1.0,225.0,25.0,6.0,22.0,19.0,0.0,2.0,138.0,20.0
639,http://ancestry.co.uk/search/db.aspx?dbid=22947,40.0,3.0,0.0,8.0,14.0,3.0,1.0,225.0,9.0,8.0,6.0,7.0,1.0,0.0,11.0,5.0
641,http://jmdongnan.com/daxibeimuban/template/jianfei/images/css.css,58.0,2.0,0.0,38.0,13.0,2.0,0.0,225.0,8.0,9.0,12.0,7.0,1.0,0.0,0.0,0.0
643,http://haishundl.com/a/qinpengqipaiguanfangxiazai/20131006/164.html,60.0,2.0,0.0,39.0,13.0,2.0,0.0,225.0,7.0,9.0,26.0,8.0,1.0,0.0,0.0,0.0
645,http://ancestry.co.uk/search/db.aspx?dbid=23541,40.0,3.0,0.0,8.0,14.0,3.0,1.0,225.0,9.0,8.0,6.0,7.0,1.0,0.0,11.0,5.0
647,http://9779.info/%E5%89%AA%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87%E5%A4%A7%E5%85%A8/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,18.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
648,http://amazon.co.uk/b/ref=amb_link_21565965_67/202-2513040-1206232?ie=UTF8&node=501970&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-3&pf_rd_r=0NPG4SZPCP21H8PNTD92&pf_rd_t=101&pf_rd_p=115017691&pf_rd_i=573406,193.0,2.0,0.0,28.0,12.0,3.0,1.0,225.0,25.0,6.0,24.0,19.0,0.0,2.0,134.0,20.0
650,http://9779.info/%E5%88%9B%E6%84%8F%E7%BE%8E%E6%9C%AF%E5%89%AA%E8%B4%B4%E7%94%BB%E4%BD%9C%E5%93%81/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,24.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
653,http://minidvdsoft.com/flvtomp3/how_to_use_free_flash_flv_mp3_converter.html,69.0,2.0,0.0,10.0,15.0,2.0,0.0,225.0,6.0,11.0,8.0,44.0,1.0,7.0,0.0,0.0
655,http://ancestry.co.uk/search/db.aspx?dbid=24246,40.0,3.0,0.0,8.0,14.0,3.0,1.0,225.0,9.0,8.0,6.0,7.0,1.0,0.0,11.0,5.0
656,http://adinamed.com/news/index.php?page=10&catid=0&myord=uptime&myshownums=&showtj=&showdate=&author=&key=,99.0,2.0,0.0,6.0,12.0,2.0,0.0,225.0,16.0,8.0,4.0,9.0,1.0,0.0,72.0,6.0
657,http://ancestry.co.uk/search/db.aspx?dbid=16390,40.0,3.0,0.0,8.0,14.0,3.0,1.0,225.0,9.0,8.0,6.0,7.0,1.0,0.0,11.0,5.0
659,http://9779.info/%E6%89%8B%E5%B7%A5%E5%84%BF%E7%AB%A5%E7%BA%B8%E8%B4%B4%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,19.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
663,http://bisaneema.org/%e0%a4%ac%e0%a5%80%e0%a4%b8%e0%a4%be-%e0%a4%a8%e0%a5%80%e0%a4%ae%e0%a4%be-%e0%a4%b8%e0%a4%ae%e0%a4%be%e0%a4%9c-%e0%a4%8f%e0%a4%95-%e0%a4%aa%e0%a4%b0%e0%a4%bf%e0%a4%9a%e0%a4%af/,190.0,1.0,0.0,177.0,13.0,2.0,0.0,225.0,20.0,9.0,175.0,0.0,0.0,0.0,0.0,0.0
664,http://amazon.co.uk/b/ref=amb_link_38605365_9/202-2513040-1206232?ie=UTF8&node=165768011&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-6&pf_rd_r=1JZY72VCS1RHR74JCE34&pf_rd_t=101&pf_rd_p=135656691&pf_rd_i=560798,195.0,2.0,0.0,27.0,12.0,3.0,1.0,225.0,25.0,6.0,23.0,19.0,0.0,2.0,137.0,20.0
666,http://9779.info/%E5%B9%BC%E5%84%BF%E5%9B%AD%E6%B5%B7%E6%A3%89%E7%BA%B8%E5%89%AA%E8%B4%B4%E7%94%BB/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,23.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
667,http://9779.info/%E5%BD%A9%E8%89%B2%E8%9B%8B%E5%A3%B3%E6%8B%BC%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,21.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
669,http://9779.info/%E7%93%9C%E5%AD%90%E7%9A%AE%E6%8B%BC%E8%B4%B4%E7%94%BB/,65.0,1.0,0.0,56.0,9.0,2.0,1.0,225.0,18.0,4.0,54.0,0.0,0.0,0.0,0.0,0.0
671,http://amazon.co.uk/gp/feature.html/ref=amb_link_41174765_3/202-2513040-1206232?ie=UTF8&docId=1000067003&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=right-2&pf_rd_r=0TS6JF2QDHDKHAZB67FW&pf_rd_t=101&pf_rd_p=138701791&pf_rd_i=3147441,211.0,3.0,0.0,41.0,12.0,3.0,1.0,225.0,28.0,6.0,23.0,19.0,0.0,2.0,139.0,20.0
672,http://9779.info/%E5%B9%BC%E5%84%BF%E6%A3%89%E6%A3%92%E7%B2%98%E8%B4%B4%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,19.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
675,http://9779.info/%E7%94%A8%E6%B5%B7%E6%A3%89%E7%BA%B8%E5%81%9A%E6%89%8B%E5%B7%A5%E8%B4%B4%E7%94%BB/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,21.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
676,http://chdphd.com/Thumbnails/yin/verification/index.php?img=AOL,56.0,2.0,0.0,29.0,10.0,2.0,0.0,225.0,10.0,6.0,12.0,9.0,1.0,0.0,8.0,3.0
679,http://home.comcast.net/~bernhardrb/redirect.html,42.0,3.0,0.0,13.0,16.0,3.0,1.0,225.0,7.0,7.0,11.0,13.0,1.0,0.0,0.0,0.0
682,http://amazon.co.uk/Command-Conquer-Tiberium-Wars-Xbox/dp/B000PSCDRK/ref=pd_ts_c_th_5/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=right-3&pf_rd_r=0WXQ4121RDGKM21Y20J4&pf_rd_t=101&pf_rd_p=114327791&pf_rd_i=15826471,213.0,2.0,0.0,67.0,12.0,3.0,1.0,225.0,28.0,6.0,34.0,19.0,0.0,2.0,115.0,20.0
684,http://9779.info/%E7%9A%B1%E7%BA%B9%E7%BA%B8%E5%9B%A2%E7%BA%B8%E8%B4%B4%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,16.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
686,http://ancestry.co.uk/search/db.aspx?dbid=13171,40.0,3.0,0.0,8.0,14.0,3.0,1.0,225.0,9.0,8.0,6.0,7.0,1.0,0.0,11.0,5.0
687,http://9779.info/%E5%85%B3%E4%BA%8E%E5%88%86%E4%BA%AB%E7%9A%84%E7%B2%98%E8%B4%B4%E7%94%BB/,83.0,1.0,0.0,74.0,9.0,2.0,1.0,225.0,21.0,4.0,72.0,0.0,0.0,0.0,0.0,0.0
689,http://amazon.co.uk/b/ref=amb_link_36810965_20/202-2513040-1206232?ie=UTF8&node=271505011&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=left-2&pf_rd_r=0QHNVAGHMX2NX86D2142&pf_rd_t=101&pf_rd_p=138663991&pf_rd_i=13821451,196.0,2.0,0.0,28.0,12.0,3.0,1.0,225.0,25.0,6.0,24.0,19.0,0.0,2.0,137.0,20.0
693,http://ancestry.co.uk/s0/search/rd.ashx?db=redbook&f3=gs432,52.0,3.0,0.0,11.0,14.0,3.0,1.0,225.0,12.0,8.0,6.0,7.0,1.0,0.0,20.0,7.0
695,http://adinamed.com/news/index.php?page=12&catid=0&myord=uptime&myshownums=&showtj=&showdate=&author=&key=,99.0,2.0,0.0,6.0,12.0,2.0,0.0,225.0,16.0,8.0,4.0,9.0,1.0,0.0,72.0,6.0
698,http://9779.info/%E5%B9%BC%E5%84%BF%E5%9B%AD%E8%9B%8B%E5%A3%B3%E7%B2%98%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/,101.0,1.0,0.0,92.0,9.0,2.0,1.0,225.0,23.0,4.0,90.0,0.0,0.0,0.0,0.0,0.0
701,http://lastbros.co.uk/wp-content/plugins/wordpress-seo/languages/deutch/paypal.com/de/.9d4f47e6389393e534a5e8a8f2/cgi-bin/webscrcmd=_login-run&dispatch=5885d80a13c0db1f8e263663d3faee8dc60d77e6184470d51976060a4ab6ee74.php,213.0,5.0,0.0,101.0,14.0,3.0,0.0,225.0,23.0,8.0,27.0,98.0,1.0,5.0,0.0,0.0
702,http://amazon.co.uk/s/ref=amb_link_38340765_54/202-2513040-1206232?ie=UTF8&search-alias=music&field-artist=manic%20street%20preachers&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-9&pf_rd_r=0JT8FRAH5A5A5R5WRF6E&pf_rd_t=101&pf_rd_p=137660691&pf_rd_i=229816,240.0,2.0,0.0,28.0,12.0,3.0,1.0,225.0,31.0,6.0,24.0,19.0,0.0,2.0,181.0,26.0
703,http://9779.info/%E5%8E%8B%E5%B2%81%E9%92%B1%20%E5%89%AA%E8%B4%B4%E7%94%BB/,68.0,1.0,0.0,59.0,9.0,2.0,1.0,225.0,19.0,4.0,57.0,0.0,0.0,0.0,0.0,0.0
704,http://9779.info/%E5%84%BF%E7%AB%A5%E5%9C%A3%E8%AF%9E%E8%B4%B4%E7%94%BB%E4%BD%9C%E5%93%81/,83.0,1.0,0.0,74.0,9.0,2.0,1.0,225.0,21.0,4.0,72.0,0.0,0.0,0.0,0.0,0.0
706,http://wxztjz.com/e/public/onclick?enews=donews&classid=77&id=119,58.0,1.0,0.0,10.0,10.0,2.0,0.0,225.0,11.0,6.0,6.0,7.0,0.0,0.0,31.0,6.0
711,http://amazon.co.uk/b/ref=br_bc_h_1_21/202-2513040-1206232?_encoding=UTF8&node=328228011&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=left-nav-1&pf_rd_r=0BG9PK6ASB5EWCHS0YTD&pf_rd_t=101&pf_rd_p=139140891&pf_rd_i=468294,197.0,2.0,0.0,20.0,12.0,3.0,1.0,225.0,26.0,6.0,16.0,19.0,0.0,2.0,146.0,20.0
712,http://9779.info/%E5%84%BF%E7%AB%A5%E4%BC%98%E7%A7%80%E5%9B%BE%E7%94%BB%E4%BD%9C%E5%93%81/,83.0,1.0,0.0,74.0,9.0,2.0,1.0,225.0,22.0,4.0,72.0,0.0,0.0,0.0,0.0,0.0
714,http://amazon.co.uk/Used/b/ref=br_bc_h_1_14/202-2513040-1206232?_encoding=UTF8&node=3239791&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=left-nav-1&pf_rd_r=002Y593YQ7MZEHNS04QH&pf_rd_t=101&pf_rd_p=139140891&pf_rd_i=468294,200.0,2.0,0.0,25.0,12.0,3.0,1.0,225.0,27.0,6.0,16.0,19.0,0.0,2.0,144.0,20.0
715,http://haishundl.com/a/qinpengqipaiguanfangxiazai/20131020/270.html,60.0,2.0,0.0,39.0,13.0,2.0,0.0,225.0,7.0,9.0,26.0,8.0,1.0,0.0,0.0,0.0
717,http://amazon.co.uk/s/ref=amb_link_38631265_5/202-2513040-1206232?ie=UTF8&search-alias=music&field-artist=take%20that&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-1&pf_rd_r=1XSQDD6RXQ216EZDNHSM&pf_rd_t=1401&pf_rd_p=133123091&pf_rd_i=1000042723,229.0,2.0,0.0,27.0,12.0,3.0,1.0,225.0,30.0,6.0,23.0,19.0,0.0,2.0,171.0,20.0
720,http://ancestry.co.uk/search/db.aspx?dbid=17667,40.0,3.0,0.0,8.0,14.0,3.0,1.0,225.0,9.0,8.0,6.0,7.0,1.0,0.0,11.0,5.0
721,http://ancestry.co.uk/search/db.aspx?dbid=5647,39.0,3.0,0.0,8.0,14.0,3.0,1.0,225.0,9.0,8.0,6.0,7.0,1.0,0.0,10.0,4.0
725,http://ancestry.co.uk/search/db.aspx?dbid=14244,40.0,3.0,0.0,8.0,14.0,3.0,1.0,225.0,9.0,8.0,6.0,7.0,1.0,0.0,11.0,5.0
728,http://9779.info/%E6%A0%91%E5%8F%B6%E7%B2%98%E8%B4%B4%E7%94%BB%E6%B4%BB%E5%8A%A8/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,18.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
731,http://amazon.co.uk/b/ref=amb_link_38188165_11/202-2513040-1206232?ie=UTF8&node=560858&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-4&pf_rd_r=1KB62THG5KRE32BTR2XS&pf_rd_t=101&pf_rd_p=130398991&pf_rd_i=560798,193.0,2.0,0.0,28.0,12.0,3.0,1.0,225.0,25.0,6.0,24.0,19.0,0.0,2.0,134.0,20.0
733,http://ancestry.co.uk/search/db.aspx?dbid=4820,39.0,3.0,0.0,8.0,14.0,3.0,1.0,225.0,9.0,8.0,6.0,7.0,1.0,0.0,10.0,4.0
734,http://9779.info/%E5%B0%91%E5%84%BF%E7%A7%8D%E5%AD%90%E7%B2%98%E8%B4%B4%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,19.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
736,http://ancestry.co.uk/search/db.aspx?dbid=23929,40.0,3.0,0.0,8.0,14.0,3.0,1.0,225.0,9.0,8.0,6.0,7.0,1.0,0.0,11.0,5.0
738,http://ancestry.co.uk/search/db.aspx?dbid=26010,40.0,3.0,0.0,8.0,14.0,3.0,1.0,225.0,9.0,8.0,6.0,7.0,1.0,0.0,11.0,5.0
741,http://9779.info/%E7%B2%98%E8%B4%B4%E7%94%BB%E6%95%99%E5%B8%88%E4%BD%9C%E5%93%81/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,21.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
743,http://9779.info/%E7%94%A8%E5%A4%A7%E7%B1%B3%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,18.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
744,http://9779.info/%E5%9C%B0%E9%9C%87%E7%81%BE%E5%AE%B3%E7%BB%98%E7%94%BB%E4%BD%9C%E5%93%81/,83.0,1.0,0.0,74.0,9.0,2.0,1.0,225.0,19.0,4.0,72.0,0.0,0.0,0.0,0.0,0.0
745,http://9779.info/%E5%90%8C%E5%88%9B%E7%BB%98%E7%94%BB%E4%BD%9C%E5%93%81/,65.0,1.0,0.0,56.0,9.0,2.0,1.0,225.0,17.0,4.0,54.0,0.0,0.0,0.0,0.0,0.0
749,http://9779.info/%E5%B9%BC%E5%84%BF%E7%B2%98%E8%B4%B4%E7%94%BB%E9%A3%8E%E6%99%AF/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,21.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
750,http://9779.info/%E6%9F%93%E7%BA%B8%E4%BD%9C%E5%93%81%E5%89%AA%E8%B4%B4%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,20.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
751,http://amazon.co.uk/b/ref=amb_link_38605365_16/202-2513040-1206232?ie=UTF8&node=1193882&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-6&pf_rd_r=1KB62THG5KRE32BTR2XS&pf_rd_t=101&pf_rd_p=135656691&pf_rd_i=560798,194.0,2.0,0.0,28.0,12.0,3.0,1.0,225.0,25.0,6.0,24.0,19.0,0.0,2.0,135.0,20.0
752,http://ancestry.co.uk/search/locality/dbpage.aspx?tp=2&p=20&categoryFilterID=40&showPaging=true,88.0,3.0,0.0,17.0,14.0,3.0,1.0,225.0,14.0,8.0,8.0,11.0,1.0,0.0,46.0,4.0
753,http://haishundl.com/a/qinpengqipaiguanfangxiazai/20131013/214.html,60.0,2.0,0.0,39.0,13.0,2.0,0.0,225.0,7.0,9.0,26.0,8.0,1.0,0.0,0.0,0.0
754,http://amazon.co.uk/gp/feature.html/ref=amb_link_40750365_1/202-2513040-1206232?ie=UTF8&docId=1000054593&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=right-1&pf_rd_r=1G02TFAR9WCZGPP6SV95&pf_rd_t=101&pf_rd_p=138006091&pf_rd_i=15826471,212.0,3.0,0.0,41.0,12.0,3.0,1.0,225.0,28.0,6.0,23.0,19.0,0.0,2.0,140.0,20.0
757,http://9779.info/%E5%B0%8F%E7%8F%AD%E5%B9%BC%E5%84%BF%E5%9B%BE%E5%BD%A2%E7%B2%98%E8%B4%B4%E7%94%BB/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,22.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
758,http://9779.info/%E7%BB%BC%E5%90%88%E6%9D%90%E6%96%99%E7%AB%8B%E4%BD%93%E7%B2%98%E8%B4%B4%E7%94%BB/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,23.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
759,http://9779.info/%E5%90%84%E7%A7%8D%E8%B1%86%E8%B1%86%E7%B2%98%E8%B4%B4%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,17.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
761,http://9779.info/%E5%B8%83%E8%89%BA%E7%B2%98%E8%B4%B4%E7%94%BB/,56.0,1.0,0.0,47.0,9.0,2.0,1.0,225.0,15.0,4.0,45.0,0.0,0.0,0.0,0.0,0.0
765,http://9779.info/%E7%BA%A2%E7%BB%BF%E8%93%9D%E7%9A%B1%E7%BA%B9%E7%BA%B8%E7%B2%98%E8%B4%B4%E7%94%BB/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,19.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
766,http://9779.info/%E4%BA%B2%E5%AD%90%E6%A3%89%E8%8A%B1%E7%B2%98%E8%B4%B4%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,20.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
768,http://www.hfacn.com/tag/%E4%BB%80%E4%B9%88%E6%98%AF%E4%B8%87%E8%89%BE%E5%8F%AF-cn,75.0,2.0,0.0,5.0,13.0,3.0,0.0,225.0,21.0,5.0,3.0,57.0,0.0,1.0,0.0,0.0
769,http://minidvdsoft.com/isocreator/how_to_use_free_iso_creator.html,59.0,2.0,0.0,12.0,15.0,2.0,0.0,225.0,6.0,11.0,10.0,32.0,1.0,5.0,0.0,0.0
770,http://amazon.co.uk/s/ref=amb_link_19555465_27/202-2513040-1206232?ie=UTF8&search-alias=popular&rh=n:197525011,103.0,2.0,0.0,28.0,12.0,3.0,1.0,225.0,16.0,6.0,24.0,19.0,0.0,2.0,44.0,11.0
774,http://amazon.co.uk/b/ref=amb_link_34106565_30/202-2513040-1206232?ie=UTF8&node=13821461&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-4&pf_rd_r=0S3ASYAGN0TPE4NMRX5B&pf_rd_t=101&pf_rd_p=130905891&pf_rd_i=1025616,196.0,2.0,0.0,28.0,12.0,3.0,1.0,225.0,25.0,6.0,24.0,19.0,0.0,2.0,137.0,20.0
776,http://countbox.us/themes/default/assets/js/form-validator/jquery.form-validator.min.js,80.0,4.0,0.0,41.0,11.0,2.0,0.0,225.0,11.0,8.0,14.0,28.0,3.0,1.0,0.0,0.0
778,http://ancestry.co.uk/search/db.aspx?dbid=10481,40.0,3.0,0.0,8.0,14.0,3.0,1.0,225.0,9.0,8.0,6.0,7.0,1.0,0.0,11.0,5.0
779,http://www.hxhmu.com/img/aHR0cDovL2ltZ3MxLnJ5YmJhYnkuY29tL3VwbG9hZGZpbGUvMjAxMTEwMjQvMTMxOTQ0Mzg3My5qcGc=.jpg,102.0,3.0,0.0,5.0,13.0,3.0,0.0,225.0,7.0,5.0,3.0,84.0,1.0,1.0,0.0,0.0
780,http://gd1.alicdn.com/bao/uploaded/i1/TB108HMIXXXXXXBXpXXXXXXXXXX_!!0-item_pic.jpg_400x400.jpg,87.0,4.0,0.0,17.0,14.0,3.0,0.0,225.0,11.0,6.0,8.0,56.0,2.0,4.0,0.0,0.0
782,http://bjpgqsc.com/gwzh/class/?0.html&page=4&showtj=&showhot=&key=,59.0,2.0,0.0,12.0,11.0,2.0,0.0,225.0,10.0,7.0,5.0,0.0,0.0,0.0,36.0,1.0
783,http://9779.info/%E8%B1%86%E5%AD%90%E7%B2%98%E8%B4%B4%E7%94%BB%E8%9D%B4%E8%9D%B6/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,17.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
784,http://9779.info/%E5%B9%BC%E5%84%BF%E5%9B%AD%E8%80%81%E5%B8%88%E8%B4%B4%E7%94%BB%E4%BD%9C%E5%93%81/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,23.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
785,http://amazon.co.uk/gp/movers-and-shakers/videogames/ref=pd_ms_vg_h__nav/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=left-1&pf_rd_r=15E4NFWAWGDVT92XRFPR&pf_rd_t=2301&pf_rd_p=108886191&pf_rd_i=235606011,201.0,2.0,0.0,54.0,12.0,3.0,1.0,225.0,26.0,6.0,19.0,19.0,0.0,2.0,116.0,20.0
