url| length_of_url| number_of_dots| suspicious_words| number_of_hyphens_in_domain| length_of_directory| number_subdirectories_in_url| length_of_domain| words_in_domain| path_tokens| url_contains_ip| has_alexa_rank| use_https| country_code| age | words|  entropy| special_chars |length_of_largest_domain_token| average_length_of_domain_tokens|length_of_largest_path_token| average_length_of_path_tokens| suspicious_tld_name| file_name_present| len_of_filename| num_dot_in_filename| num_delims_in_filename| args_present| length_of_arguments| number_of_argument_variables| length_of_largest_variable| maximum_number_of_delims in arguments| class
http://bjzm365.com/%e0%b8%aa%e0%b8%a7%e0%b8%b1%e0%b8%aa%e0%b8%94%e0%b8%b5%e0%b8%8a%e0%b8%b2%e0%b8%a7%e0%b9%82%e0%b8%a5%e0%b8%81/|121|1|0|0|110|1|11|2|1|0|0|0|0|0|16|3.57648|37|7|5.0|108|108.0|0|0|0|0|0|0|0|0|0|0|malicious
http://distractify.com/post/related/id/54414fa94a0c4bc10219be1b/skip/10/limit/10/back/0|80|1|1|0|64|9|15|2|9|0|1|0|0|1|11|4.36084|1|11|7.0|24|6.0|0|1|1|0|0|0|0|0|0|0|benign
http://sfglobe.com/2015/03/06/mom-posts-a-picture-of-her-baby-on-facebook-but-is-horrified-when-this-happens/|102|1|1|0|91|4|11|2|4|0|1|0|0|1|20|4.49741|1|7|5.0|78|21.5|0|0|0|0|0|0|0|0|0|0|benign
http://moviepilot.com/posts/2015/04/21/the-10-best-moments-of-star-wars-celebration-2015-2874603|89|1|1|0|18|4|14|2|4|0|1|0|0|1|16|4.54313|1|10|6.5|5|3.25|0|1|57|0|9|0|0|0|0|0|benign
http://tunein.com/radio/ESPN-New-York-Robin-Lundberg-p461698/15480783/ca-pub-1542925551861702/Program|94|1|0|0|77|4|10|2|4|0|1|0|0|1|15|5.0018|1|6|4.5|36|18.0|0|1|7|0|0|0|0|0|0|0|benign
http://khabaronline.ir/(X(1)S(zv0jvfqnirzv02vdv33nlcia))/detail/405392/Economy/macroeconomics|86|1|0|0|57|4|15|2|4|0|1|0|0|1|8|4.87187|1|12|7.0|33|13.0|0|1|14|0|0|0|0|0|0|0|benign
http://9779.info/%E5%84%BF%E7%AB%A5%E4%BC%98%E7%A7%80%E5%9B%BE%E7%94%BB%E4%BD%9C%E5%93%81/|83|1|0|0|74|1|9|2|1|0|0|0|0|1|22|3.842|25|4|4.0|72|72.0|0|0|0|0|0|0|0|0|0|0|malicious
http://ahds.ac.uk/ictguides/methods/method.jsp;jsessionid=9D69B3CE49AC123811DEBE0A0683404E?methodId=72|95|3|0|0|19|2|10|3|2|0|0|0|0|1|12|4.97704|2|4|2.67|9|8.0|0|1|54|1|1|1|12|1|2|0|malicious
http://alwafd.org/ad/www/delivery/avw.php?zoneid=11&cb=INSERT_RANDOM_NUMBER_HERE&n=afc8025c|84|2|1|0|17|3|10|2|3|0|0|0|0|1|13|5.21913|3|6|4.5|8|4.33|0|1|7|1|0|1|50|3|25|3|benign
http://mic.com/articles/116332/the-new-muppets-tv-series-will-be-unlike-anything-you-ve-seen-before|92|1|0|0|17|2|7|2|2|0|1|0|0|1|18|4.44345|1|3|3.0|8|7.0|0|1|68|0|12|0|0|0|0|0|benign
http://archive.yorkpress.co.uk/2000/8/26/313011.html|45|4|1|0|11|3|23|4|3|0|0|0|0|1|9|4.42102|1|9|5.0|4|2.33|0|1|11|1|0|0|0|0|0|0|malicious
http://chinesevie.com/index.php?option=com_content&view=article&id=105&Itemid=130&lang=en|82|2|0|0|1|0|14|2|0|0|0|0|0|1|15|4.52427|5|10|6.5|0|0|0|1|9|1|0|1|58|5|11|1|malicious
http://otomoto.pl/osobowe/volkswagen/polo/iv-fl-2005-2009/0nhLy_cpNK0nSwjCAnyOIpQbHZG6sntC5mhe9FFPVgD.U7|97|2|0|0|41|4|10|2|4|0|1|0|0|1|12|5.19101|1|7|4.5|15|9.0|0|1|46|1|1|0|0|0|0|0|benign
http://answering-islam.org.uk/Trinity/quran.html|41|3|0|1|9|1|22|3|1|0|0|0|0|1|8|4.30349|1|15|6.67|7|7.0|0|1|10|1|0|0|0|0|0|0|malicious
http://abdn.ac.uk/local/php/doc/function.odbc-do.html|46|4|0|0|15|3|10|3|3|0|1|0|0|1|11|4.02029|1|4|2.67|5|3.67|0|1|21|2|1|0|0|0|0|0|malicious
http://9779.info/%E7%A2%8E%E5%B8%83%E5%A4%B4%E5%88%B6%E4%BD%9C%E8%B4%B4%E7%94%BB%E5%9B%BE%E8%A7%A3/|92|1|0|0|83|1|9|2|1|0|0|0|0|1|23|3.74004|28|4|4.0|81|81.0|0|0|0|0|0|0|0|0|0|0|malicious
kraonkelaere.com/site/S/13897652/5112/gate.php|46|2|0|0|22|4|16|2|4|0|0|0|0|1|7|4.4643|0|12|7.5|8|4.25|0|1|8|1|0|0|0|0|0|0|malicious
http://www.crown-home.cn/8908837415/64853648980/|41|2|0|1|24|2|17|3|2|0|0|0|0|0|7|4.29589|1|10|5.0|11|10.5|0|0|0|0|0|0|0|0|0|0|malicious
http://web.de/magazine/unterhaltung/lifestyle/blog/jessica-labbadia/traumhaus-mitnehmen-transportables-eigenheim-22000-30487786|120|1|0|0|55|5|6|2|5|0|1|0|0|1|15|4.6001|1|3|2.5|16|9.8|0|1|59|0|5|0|0|0|0|0|benign
http://noticias.uol.com.br/saude/ultimas-noticias/redacao/2015/02/25/moradores-de-marilia-sp-adotam-planta-para-combater-epidemia-de-dengue.htm|136|4|1|0|43|6|19|4|6|0|1|0|0|1|22|4.32063|1|8|4.0|16|6.0|0|1|74|1|10|0|0|0|0|0|benign
http://www.the4fitz.com/westpac/Login/?h3&amp;app=wol&amp;referrer=http://www.westpac.com.au/HomepageAlternative/|106|5|1|0|90|6|16|3|6|0|0|0|0|1|13|4.50855|6|8|4.67|34|13.83|0|0|0|0|0|0|0|0|0|0|malicious
http://otomoto.pl/osobowe/bmw/seria-3/e36-1990-1999/?search%5Bfilter_enum_color%5D%5B0%5D=other|88|1|0|0|35|4|10|2|4|0|1|0|0|1|14|4.72753|5|7|4.5|13|7.5|0|0|0|0|0|1|43|1|5|2|benign
http://superuser.com/questions/914370/toc-in-mac-word-2011-not-including-one-heading|77|1|0|0|18|2|13|2|2|0|1|0|0|1|14|4.53683|1|9|6.0|9|7.5|0|1|46|0|8|0|0|0|0|0|benign
http://online.citi.com.m6tysyavnym49os52xmhjgam1b2cwl.bucspray.gr/slow/online.php|74|6|0|0|6|1|58|6|1|0|0|0|0|0|9|4.6627|1|30|8.83|4|4.0|0|1|10|1|0|0|0|0|0|0|malicious
http://pastehtml.com/view/bdbu0yef0.html|33|2|0|0|6|1|13|2|1|0|1|0|0|1|6|4.2251|1|9|6.0|4|4.0|0|1|14|1|0|0|0|0|0|0|malicious
https://oneplus.net/ca_en/customer/account/login/referer/aHR0cHM6Ly9vbmVwbHVzLm5ldC9jYV9lbi9jdXN0b21lci9hY2NvdW50L2luZGV4|113|1|1|0|38|5|11|2|5|0|1|1|0|1|9|5.21399|1|7|5.0|8|6.4|0|1|64|0|0|0|0|0|0|0|benign
http://apps.newham.gov.uk/Forums/localhistory/start.pl?noframes;read=19838|67|4|0|0|21|2|18|4|2|0|0|0|0|0|12|4.6611|2|6|3.75|12|9.0|0|1|8|1|0|1|20|1|5|0|malicious
http://babal.net/books/view/1458/%D9%8A%D8%A7%D8%B2%D9%8A%D9%86%D9%8A-%D8%B3%D8%A7%D9%83%D8%AA|87|1|0|0|17|3|9|2|3|0|1|0|0|1|15|4.15041|21|5|4.0|5|4.33|0|1|61|0|1|0|0|0|0|0|benign
http://archive.thenorthernecho.co.uk/2006/1/26/216980.html|51|4|1|0|11|3|29|4|3|0|0|0|0|1|9|4.28631|1|15|6.5|4|2.33|0|1|11|1|0|0|0|0|0|0|malicious
http://drive-google-com.fanalav.com/9d611d5701d218e81c3aeeb7595a3b20/|62|2|0|2|34|1|28|3|1|0|0|0|0|1|6|4.71229|1|16|8.67|32|32.0|0|0|0|0|0|0|0|0|0|0|malicious
http://plarium.com/es/juegos-de-estrategia/soldiers-inc/noticias/completa-nuevos-contratos-de-grupo/|93|1|1|0|82|5|11|2|5|0|1|0|0|1|14|4.18418|1|7|5.0|34|15.2|0|0|0|0|0|0|0|0|0|0|benign
http://amber.ch.ic.ac.uk/archive/all/17049.html|40|5|0|0|13|2|17|5|2|0|0|0|0|0|10|4.17734|1|5|2.6|7|5.0|0|1|10|1|0|0|0|0|0|0|malicious
http://askubuntu.com/questions/591962/just-installed-mysql-c-connector-undefine-reference-to-get-driver-instance|105|1|0|0|18|2|13|2|2|0|1|0|0|1|15|4.46761|1|9|6.0|9|7.5|0|1|74|0|10|0|0|0|0|0|benign
http://bestblackhatforum.com/Forum-Support-Centre&datecut=0&sortby=starter&order=asc|77|1|0|0|1|0|21|2|0|0|1|0|0|1|11|4.39541|4|17|10.0|0|0|0|1|55|0|8|0|0|0|0|0|benign
http://9779.info/%E8%89%BA%E6%9C%AF%E8%B1%86%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/|74|1|0|0|65|1|9|2|1|0|0|0|0|1|19|3.74843|22|4|4.0|63|63.0|0|0|0|0|0|0|0|0|0|0|malicious
http://captiva.websitewelcome.com/~mobilewe/Loyds-security-update/Loyds-security/0b44bbfba88441260c55a2520845580a/login.html|117|3|1|0|81|4|26|3|4|0|0|0|0|1|11|4.8264|1|14|8.0|32|19.0|0|1|10|1|0|0|0|0|0|0|malicious
http://emgn.com/entertainment/behold-the-magical-world-of-the-snail-it-proves-beauty-can-be-found-wherever-you-look/|109|1|0|0|101|2|8|2|2|0|0|0|0|0|19|4.32016|1|4|3.5|85|49.0|0|0|0|0|0|0|0|0|0|0|benign
http://acard4u.co.uk/index.php?cPath=54_131&op=list&page=1&sort=4d&action=buy_now&products_id=229|90|3|0|0|1|0|13|3|0|0|0|0|0|0|17|4.7915|6|7|3.67|0|0|0|1|9|1|0|1|67|6|7|1|malicious
http://olx.in/hi/all-results/q-%7Bq%7D/?utm_source=google&utm_medium=search&utm_campaign=search_organic&page=7|103|1|1|0|26|3|6|2|3|0|1|0|0|1|15|4.67564|6|3|2.5|11|7.33|0|0|0|0|0|1|71|4|14|1|benign
http://www.srzis.com/language/sr-RS/forms.asp.htm|42|4|0|0|16|2|13|3|2|0|0|0|0|0|10|4.3292|1|5|3.67|8|6.5|0|1|13|2|0|0|0|0|0|0|malicious
http://atv2u.co.uk/acatalog/YAMAHA_MASTER_CYLINDER_REBUILD_KITS.html|61|3|0|0|10|1|11|3|1|0|0|0|0|1|7|4.84289|1|5|3.0|8|8.0|0|1|40|1|4|0|0|0|0|0|malicious
http://screenrant.com/marvel-netflix-deal-tv-shows-daredevil-luke-cage-iron-fist-jessica-jones/2/|90|1|0|0|76|2|14|2|2|0|1|0|0|1|15|4.349|1|10|6.5|72|36.5|0|0|0|0|0|0|0|0|0|0|benign
http://aolpictures.aol.co.uk/galleries/tags/children|45|3|0|0|16|2|21|4|2|0|0|0|0|1|8|4.08989|1|11|4.5|9|6.5|0|1|8|0|0|0|0|0|0|0|malicious
http://9779.info/%E5%89%AA%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87%E5%A4%A7/|65|1|0|0|56|1|9|2|1|0|0|0|0|1|16|3.66998|19|4|4.0|54|54.0|0|0|0|0|0|0|0|0|0|0|malicious
http://ch-stucco.com/js/walls/ntasa/9f48cf86990f3f9be72310f4be3fcf97/polc.html?d80a13c0db1f8e263663d3faee8d9384d85353843a619606282818e091d0495b3d8852bc8dda2dadd0a322782506495b3d8852bc8dda2dadd0a322782506|196|2|1|1|49|4|13|2|4|0|0|0|0|1|11|4.54615|1|9|6.0|32|11.0|0|1|9|1|0|1|125|1|0|0|malicious
http://babal.net/news/view/111879/%D8%B3%D8%B1%D9%82%D8%A9-%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D9%83%D9%88%D9%85%D8%A8%D8%A7%D8%B1%D8%B3-%D8%AA%D8%AD%D9%88%D9%84-%D9%85%D9%88%D9%82%D8%B9-%D8%AA%D8%B5%D9%88%D9%8A%D8%B1-%D9%85%D8%B3%D9%84%D8%B3%D9%84-%D8%B8%D8%B1%D9%81-%D8%A3%D8%B3%D9%88%D8%AF-%D9%84%D9%82%D8%B3%D9%85-%D8%B4%D8%B1%D8%B7%D8%A9|337|1|0|0|18|3|9|2|3|0|1|0|0|1|29|3.4215|101|5|4.0|6|4.67|0|1|310|0|10|0|0|0|0|0|benign
http://www.rentcasadeltoro.com/scripts/demo/images/|44|2|0|0|21|3|23|3|3|0|0|0|0|1|7|4.04702|1|15|7.0|7|5.67|0|0|0|0|0|0|0|0|0|0|malicious
http://ancestry.co.uk/search/db.aspx?dbid=11423|40|3|0|0|8|1|14|3|1|0|1|0|0|1|9|4.522|1|8|4.0|6|6.0|0|1|7|1|0|1|11|1|5|0|malicious
http://www.js182.com/app/member/SportOption.php?uid=guest&langx=gb|59|3|0|0|12|2|13|3|2|0|0|0|0|1|12|4.68982|2|5|3.67|6|4.5|0|1|15|1|0|1|19|2|5|0|malicious
http://kenh14.vn/made-by-me/lam-thach-dua-cu-nang-2-lop-kieu-thai-an-vat-ngay-nong-20150513083616221.chn|97|2|0|0|12|1|9|2|1|0|1|0|0|1|20|4.52576|1|6|4.0|10|10.0|0|1|76|1|13|0|0|0|0|0|benign
http://www.824555.com/app/member/SportOption.php?uid=guest&langx=gb|60|3|0|0|12|2|14|3|2|0|0|0|0|1|12|4.69071|2|6|4.0|6|4.5|0|1|15|1|0|1|19|2|5|0|malicious
http://mic.com/articles/116722/everyone-really-needs-to-stop-calling-the-baltimore-rioters-thugs|89|1|0|0|17|2|7|2|2|0|1|0|0|1|15|4.37761|1|3|3.0|8|7.0|0|1|65|0|9|0|0|0|0|0|benign
http://amazon.co.uk/gp/product/B000PDZHZ0/ref=br_nf_5_1/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-12&pf_rd_r=1W3X0CA2B4X3Z726P6DT&pf_rd_t=101&pf_rd_p=130127691&pf_rd_i=283926|183|2|1|0|37|4|12|3|4|0|1|0|0|1|25|5.16736|6|6|3.33|13|8.0|0|1|19|0|2|1|115|6|20|2|malicious
http://messenger.providesupport.com/messenger/1tt9qjta2ol0x1exsqcmds8qmq.html|70|3|0|0|11|1|28|3|1|0|0|0|0|1|6|4.45425|1|14|8.67|9|9.0|0|1|31|1|0|0|0|0|0|0|malicious
http://gawker.com/report-north-korean-defense-minister-executed-for-slee-1704127405/templates/closure/|95|1|1|0|85|3|10|2|3|0|1|0|0|1|14|4.46645|1|6|4.5|65|27.0|0|0|0|0|0|0|0|0|0|0|benign
http://serverfault.com/questions/259985/filter-messages-in-mailscanner-based-on-from-header|84|1|0|0|18|2|15|2|2|0|1|0|0|1|13|4.43929|1|11|7.0|9|7.5|0|1|51|0|7|0|0|0|0|0|benign
http://twitter.com/home?status=%E3%83%8C%E3%81%91%E3%82%8B%EF%BC%81%E3%80%90%E4%BA%BA%E5%A6%BB%E3%83%BB%E7%86%9F%E5%A5%B3%E3%80%91+http%3A%2F%2Fero-video.net%2Ft%2FOMfW33NsDzNxMlUA+%E7%88%86%E4%B9%B3%E4%BA%BA%E5%A6%BB%E3%81%A8%E3%82%BB%E3%83%83%E3%82%AF%E3%82%B9+%23ero+%23douga+%23agesage|282|2|0|0|1|0|11|2|0|0|1|0|0|1|40|4.51229|69|7|5.0|0|0|0|1|4|0|0|1|266|1|258|1|benign
http://gizmodo.com/a-plane-took-a-wrong-turn-and-ended-up-in-a-cloud-of-an-1704051139/templates/closure/|97|1|0|0|86|3|11|2|3|0|1|0|0|1|17|4.48609|1|7|5.0|66|27.33|0|0|0|0|0|0|0|0|0|0|benign
http://www.serviceclient-assistance-id.pahadika-tc.com/update-your-information/28960da72fbadcf319fecfee6975b857/|105|3|1|3|58|2|47|4|2|0|0|0|0|0|12|4.78545|1|27|11.0|32|27.5|0|0|0|0|0|0|0|0|0|0|malicious
http://seekandknock.com/wp-includes/pomo/default.php|45|2|0|0|18|2|16|2|2|0|0|0|0|0|8|4.2198|1|12|7.5|11|7.5|0|1|11|1|0|0|0|0|0|0|malicious
http://3cf.ru/2015/07/21/hokkei-nhl-podtverdila-chto-zaiavki-na-vstyplenie-v-ligy-podali-tolko-kvebek-i-las-vegas/|107|1|1|0|101|4|6|2|4|0|0|0|0|0|19|4.5328|1|3|2.5|88|24.0|0|0|0|0|0|0|0|0|0|0|malicious
http://pitchfork.com/features/staff-lists/9574-the-most-anticipated-releases-of-2015/|78|1|0|0|65|3|13|2|3|0|1|0|0|1|13|4.38671|1|9|6.0|42|20.33|0|0|0|0|0|0|0|0|0|0|benign
http://archive.thisisyork.co.uk/2001/6/18/301259.html|46|4|1|0|11|3|24|4|3|0|0|0|0|1|9|4.48683|1|10|5.25|4|2.33|0|1|11|1|0|0|0|0|0|0|malicious
http://aig.cs.man.ac.uk/people/mashhuda/gallery/main.php?g2_controller=exif.SwitchDetailMode&g2_mode=summary&g2_return=/people/mashhuda/gallery/main.php?g2_itemId=133&g2_GALLERYSID=2bbedd8bdc1043ac54566c3cf5892bf6&g2_returnName=photo&g2_authToken=60a634e77672&g2_GALLERYSID=2bbedd8bdc1043ac54566c3cf5892bf6|299|7|0|0|121|7|16|5|7|0|0|0|0|1|25|5.31291|7|3|2.4|71|16.14|0|1|8|1|0|1|154|5|32|1|malicious
http://hdfcbank.com/sme/accounts-and-deposits/current-accounts/supreme-current-account|79|1|1|0|44|3|12|2|3|0|1|0|0|1|10|4.08188|1|8|5.5|21|13.33|0|1|23|0|2|0|0|0|0|0|benign
http://mic.com/articles/116144/a-japanese-bullet-train-just-smashed-the-world-record-for-top-speed|91|1|0|0|17|2|7|2|2|0|1|0|0|1|16|4.37648|1|3|3.0|8|7.0|0|1|67|0|11|0|0|0|0|0|benign
http://bestblackhatforum.com/Thread-BHS-Solutions-WIndows-SEO-VPS-Servers-New-Support-New-Prices-Bulletproof?page=2|108|1|0|0|1|0|21|2|0|0|1|0|0|1|15|4.84872|1|17|10.0|0|0|0|1|79|0|11|1|7|1|1|0|benign
http://3cf.ru/2015/07/21/eksperty-proveriat-realnost-pokazanii-glavnogo-figyranta-dela-nemcova/|88|1|1|0|82|4|6|2|4|0|0|0|0|0|14|4.59364|1|3|2.5|69|19.25|0|0|0|0|0|0|0|0|0|0|malicious
http://grantland.com/the-triangle/anthony-davis-is-pushing-basketball-now-basketball-will-push-back/|93|1|0|0|80|2|13|2|2|0|1|0|0|1|14|4.31332|1|9|6.0|65|38.5|0|0|0|0|0|0|0|0|0|0|benign
http://medianet.yartel.ru/dou/dou3/modules/mod_custom/br.js/|53|3|0|0|35|5|18|3|5|0|0|0|0|1|10|4.16188|1|8|5.33|10|5.8|0|0|0|0|0|0|0|0|0|0|malicious
http://3401.e-printphoto.co.uk/thisisessex/index.cfm?z=z&action=cat&c_id=47812|71|4|0|1|13|1|23|4|1|0|0|0|0|1|12|4.74957|3|12|5.0|11|11.0|0|1|9|1|0|1|26|3|5|1|malicious
https://instagram.com/oauth/authorize?client_id=d9494686198d4dfeb954979a3e270e5e&redirect_uri=http%3A%2F%2Ficonosquare.com%3FredAftLog%3Dhttp%253A%252F%252Ficonosquare.com%252Ftag%252Fsmm&response_type=code&scope=likes+comments+relationships|233|3|0|0|7|1|13|2|1|0|1|1|0|1|25|5.02234|14|9|6.0|5|5.0|0|1|9|0|0|1|204|4|93|1|benign
http://allegro.pl/listing/listing.php?bmatch=seng-v10-p-sm-pers-isqm-chl-moda-0414&id=16696&order=m&string=%7Bstring%7D|112|2|0|0|9|1|10|2|1|0|1|0|0|1|20|4.79866|6|7|4.5|7|7.0|0|1|11|1|0|1|82|4|37|8|benign
http://metro.co.uk/2015/05/13/real-madrids-gareth-bale-again-fails-to-impress-people-worry-about-his-cars-paintwork-5196316/|117|2|1|0|106|4|11|3|4|0|1|0|0|1|22|4.61108|1|5|3.0|93|25.25|0|0|0|0|0|0|0|0|0|0|benign
http://adservers.co.uk/scr/clk.aspx?ec=o03Ct0JDn4pDmKpNoL6Pfr3QqH7SbCJGb8ZHb8ZHtTtTb8JHhL6RhzsRb8JHZzM9oKKThLYC6D6TiLYC6L6UmzcSqrKPoD6QXv6TbCJHm5cSqvMPoLoC4jMPijsRlLYCs0NOoHdRb9NIaLoC4bZDv03EsaZCb8ZDm5cSXrM9pGKPATNEhP4TGT6C155QcLYC4jaTqDrCe9MCv5tLhr4SI9bIqfKO7DrJtnKGY57CjXpRiTbDnDrD9bpCnb3IAfaIFfrDuWNDFfqTJ9aC7r4LCjsJmHNPwDrCp85EB96QsTKHna3MpCMT4PZT2HqJZvKUMfNENjsOeT3Rq5N9oGKD4jKHqLLDNHbLcPMTt83Te9JJPjKHbKZHuP3H4LNHDbLRBf7QrGtRdL6RazKUfXNTCD3KXHKGg5MEG5JLcLZMNvKPwzKPK9LOmPrSP9tPEH6Th96HBzaRXnqQCDNTHncCZ54DNTrOtDaCBbbIrCNIezM9oGaGt8dR9LbMojKLY9rDK94IvzqO7L7QoqMOnKNCeLYC4bdS6fbCB5bHib3HoXZO3rKJtDMIp8KKdD6CdfMTZXdQufqOPb4EtHbSgHaPc9ZPd1JOXLYC4btKgDNLNL3MnLN9rOaGNfaMKPtJt8dSlrKEv54MeH3KpfMR29MSkLqGlXrPOnsKmXaCZDtJunKIQ5bLPLMKJHpD1DcIK5dLmTsLQf5UkraK6PsTDTbU7bdPb8ZDpLMOoD6Q9HM9pGKPu1tRoHN9rOaCnSJCqOJCtWZDmKID65JCtWZCsW3EqWpCo4J9rOKCu83Dr8JDsKJEcC6QozMFnOYSbPMPzOIQm56Pz4JDvuICqaZBnCpCk8pCrOoSbDtSzKNPY53Tu9ZPi1ZQbLJRX9JChDdPp56DrOoRYfMPzC5IF15K9vqHcycOfHMFnO2Se9NOzSNPaHMQkT68dbcPq1oTfvMP0|989|3|0|0|5|1|15|3|1|0|0|0|0|0|9|5.65799|1|9|4.33|3|3.0|0|1|8|1|0|1|961|1|957|0|malicious
http://amber.ch.ic.ac.uk/archive/all/6664.html|39|5|0|0|13|2|17|5|2|0|0|0|0|0|10|4.01309|1|5|2.6|7|5.0|0|1|9|1|0|0|0|0|0|0|malicious
http://ap.org/Content/Press-Release/2012/AP-to-launch-new-weekly-NFL-poll-called-AP-Pro32|82|1|0|0|28|3|6|2|3|0|1|0|0|1|15|4.55272|1|3|2.5|13|8.0|0|1|48|0|9|0|0|0|0|0|benign
http://atwiki.jp/wiki/%E6%B0%91%E4%B8%BB%E5%85%9A%E3%81%AE%E7%A5%A8%E3%81%A8%E8%B6%B3%E3%81%97%E7%AE%97%E3%82%82%E3%81%A7%E3%81%8D%E3%81%AA%E3%81%84%E3%81%AE%E3%81%8B%E5%85%B1%E7%94%A3%E5%85%9A|186|1|0|0|6|1|9|2|1|0|1|0|0|1|32|3.6697|58|6|4.0|4|4.0|0|1|171|0|0|0|0|0|0|0|benign
http://skyrock.com/videos/eDJucWx6MDoxMw==-Exclu-Skyrock-Remix-d-Entourage-par-Bigflo-et-Oli-Youssoupha-en-live.html?top=3&period=weekly|129|2|0|0|8|1|11|2|1|0|1|0|0|1|19|4.95029|2|7|5.0|6|6.0|0|1|90|1|14|1|20|2|6|0|benign
http://pastehtml.com/view/bfv70mlcc.html|33|2|0|0|6|1|13|2|1|0|1|0|0|1|6|4.07509|1|9|6.0|4|4.0|0|1|14|1|0|0|0|0|0|0|malicious
http://acard4u.co.uk/product_reviews_write.php?cPath=133&products_id=1507&op=list|74|3|0|0|1|0|13|3|0|0|0|0|0|0|12|4.65568|3|7|3.67|0|0|0|1|25|1|2|1|35|3|4|1|malicious
http://thenextweb.com/entrepreneur/2014/01/26/5-famous-effective-growth-hacks-time/|76|1|1|0|62|5|14|2|5|0|1|0|0|1|12|4.50237|1|10|6.5|36|11.2|0|0|0|0|0|0|0|0|0|0|benign
https://prezi.com/support/article/presenting/presenting-directly-from-a-browser/?lang=en|80|1|0|0|63|4|9|2|4|0|1|1|0|1|11|4.3274|1|5|4.0|34|14.5|0|0|0|0|0|1|8|1|2|0|benign
http://persianblog.ir/tags/8531/%d8%a8%d8%a7%d8%b3%d8%aa%d8%a7%d9%86_%d8%b4%d9%86%d8%a7%d8%b3%db%8c/|93|1|0|0|79|3|14|2|3|0|1|0|0|1|16|4.00739|23|11|6.5|67|25.0|0|0|0|0|0|0|0|0|0|0|benign
http://milah.org/wp-admin/includes/NewB2B/NewB2B/NewB2B/NewB2B/NewB2B/New B2B/New B2B/index.htm|88|2|0|0|70|9|9|2|9|0|0|0|0|1|11|4.1496|1|5|4.0|8|6.67|0|1|9|1|0|0|0|0|0|0|malicious
http://searchengineland.com/figz/wp-content/themes/searchengineland/js/lib/jquery-1.11.0.min.js?ver=1.11.0|99|7|1|0|48|6|20|2|6|0|1|0|0|1|13|4.59467|1|16|9.5|16|6.83|0|1|20|4|1|1|11|1|6|0|benign
http://www.thereefrestaurant.com/tag/photosonics-at-the-reef-victoria/|63|2|0|0|38|2|25|3|2|0|0|0|0|1|10|4.096|1|17|7.67|32|17.5|0|0|0|0|0|0|0|0|0|0|malicious
http://bigcinema.tv/tag/%D0%A8%D0%B8%D0%BD%D0%B3%D0%BE%20%D0%9E%D0%BA%D0%B0%D0%BC%D0%BE%D1%82%D0%BE|92|1|0|0|5|1|12|2|1|0|1|0|0|1|17|3.80512|26|9|5.5|3|3.0|0|1|75|0|0|0|0|0|0|0|benign
http://www.711100.com/app/member/BrowseSport/browse.php?ptype=CS&gtype=SP&uid=guest|76|3|0|0|24|3|14|3|3|0|0|0|0|1|15|4.57583|3|6|4.0|11|6.67|0|1|10|1|0|1|28|3|5|0|malicious
http://searchengineland.com/bing-search-for-summer-movie-guide-serves-up-film-trailers-showtimes-reviews-more-220596|109|1|0|0|1|0|20|2|0|0|1|0|0|1|17|4.40748|1|16|9.5|0|0|0|1|88|0|13|0|0|0|0|0|benign
http://distrimarsanitarios.soydg.com/wp-content/themes/jay/35d1eda140a50b72c5f66da3a8033a86/|85|2|0|0|56|4|29|3|4|0|0|0|0|1|9|4.69385|1|19|9.0|32|12.75|0|0|0|0|0|0|0|0|0|0|malicious
http://www.mt6669.com/cl/?module=System&method=LiveTop&args=livehall|61|2|1|0|4|1|14|3|1|0|0|0|0|1|11|4.62483|3|6|4.0|2|2.0|0|0|0|0|0|1|43|3|8|0|malicious
http://www.botosanishoppingcenter.ro/components/com_jnews/includes/document/|69|2|0|0|40|4|29|3|4|0|0|0|0|1|8|4.17686|1|22|9.0|10|8.75|0|0|0|0|0|0|0|0|0|0|malicious
http://hotlinegsm.com/products/mobile-and-tablet/htc-titan-ii-detail/askquestion/modal|79|1|0|0|60|4|14|2|4|0|0|0|0|0|13|4.20859|1|10|6.5|19|13.75|0|1|5|0|0|0|0|0|0|0|malicious
http://apps.newham.gov.uk/Forums/localhistory/start.pl?noframes;read=25557|67|4|0|0|21|2|18|4|2|0|0|0|0|0|12|4.62387|2|6|3.75|12|9.0|0|1|8|1|0|1|20|1|5|0|malicious
http://www.pubyun.com/blog/openstack/%e9%87%8d%e8%b4%9f%e8%bd%bd%e4%b8%8b%ef%bc%8ckvm-%e7%bd%91%e7%bb%9c%e4%b8%ad%e6%96%ad%e7%9a%84%e9%97%ae%e9%a2%98/|143|2|0|0|129|3|14|3|3|0|0|0|0|1|32|4.16448|37|6|4.0|112|41.67|0|0|0|0|0|0|0|0|0|0|malicious
http://ads.guardian.co.uk/click.ng/Params.richmedia=yes&location=bottom&spacedesc=03&site=Politics&navsection=3367&section=107981&country=ita&rand=1019123|147|5|1|0|10|1|18|4|1|0|0|0|0|1|24|4.70814|8|8|3.75|8|8.0|0|1|119|1|15|0|0|0|0|0|malicious
