,url,length_of_url,number_of_dots,number_of_hyphens_in_domain,length_of_directory,length_of_domain,words_in_domain,has_alexa_rank,country_code,words,length_of_largest_domain_token,length_of_largest_path_token,len_of_filename,num_dot_in_filename,num_delims_in_filename,length_of_arguments,length_of_largest_variable
184,http://9779.info/%E5%A4%A7%E8%B1%A1%E6%A0%91%E5%8F%B6%E8%B4%B4%E7%94%BB%E4%BD%9C%E5%93%81/,83.0,1.0,0.0,74.0,9.0,2.0,1.0,225.0,23.0,4.0,72.0,0.0,0.0,0.0,0.0,0.0
186,http://9779.info/%E5%B9%B3%E9%9D%A2%E5%9B%BE%E5%BD%A2%E5%89%AA%E7%BA%B8%E8%B4%B4%E7%94%BB/,83.0,1.0,0.0,74.0,9.0,2.0,1.0,225.0,21.0,4.0,72.0,0.0,0.0,0.0,0.0,0.0
187,http://advancedphotoshop.co.uk/forum/privmsg.php?mode=post&u=1311&sid=2ae245e5c8120bb706e0e72a7ddcabb8,95.0,3.0,0.0,7.0,23.0,3.0,1.0,225.0,12.0,17.0,5.0,11.0,1.0,0.0,54.0,32.0
188,http://9779.info/%E5%85%AD%E4%B8%80%E5%BF%AB%E4%B9%90%E7%B2%98%E8%B4%B4%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,20.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
190,http://9779.info/%E5%B0%8F%E7%8F%AD%E5%B9%BC%E5%84%BF%E5%89%AA%E7%BA%B8%E8%B4%B4%E7%94%BB/,83.0,1.0,0.0,74.0,9.0,2.0,1.0,225.0,20.0,4.0,72.0,0.0,0.0,0.0,0.0,0.0
193,http://9779.info/%E5%A4%A7%E7%8F%AD%E7%A7%8D%E5%AD%90%E7%B2%98%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,21.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
194,http://9779.info/%E5%89%AA%E8%B4%B4%E7%94%BB%E5%A9%9A%E7%BA%B1/,56.0,1.0,0.0,47.0,9.0,2.0,1.0,225.0,15.0,4.0,45.0,0.0,0.0,0.0,0.0,0.0
195,http://9779.info/%E5%84%BF%E7%AB%A5%E7%AB%8B%E4%BD%93%E7%BA%B8%E8%B4%B4%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,19.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
196,http://9779.info/%E6%89%8B%E5%B8%95%E5%84%BF%E7%AB%A5%E7%94%BB/,56.0,1.0,0.0,47.0,9.0,2.0,1.0,225.0,16.0,4.0,45.0,0.0,0.0,0.0,0.0,0.0
197,http://9779.info/%E5%88%9B%E6%84%8F%E6%A0%91%E5%8F%B6%20%E8%B4%B4%E7%94%BB%E4%BD%9C%E5%93%81/,86.0,1.0,0.0,77.0,9.0,2.0,1.0,225.0,23.0,4.0,75.0,0.0,0.0,0.0,0.0,0.0
198,http://9779.info/%E4%B8%AD%E5%AD%A6%E7%94%9F%E7%B2%98%E8%B4%B4%E7%94%BB%E4%BD%9C%E5%93%81/,83.0,1.0,0.0,74.0,9.0,2.0,1.0,225.0,20.0,4.0,72.0,0.0,0.0,0.0,0.0,0.0
199,http://9779.info/%E5%88%9B%E6%84%8F%E5%87%A0%E4%BD%95%E6%8B%BC%E5%9B%BE%E8%B4%B4%E7%94%BB/,83.0,1.0,0.0,74.0,9.0,2.0,1.0,225.0,22.0,4.0,72.0,0.0,0.0,0.0,0.0,0.0
200,http://abdn.ac.uk/diss/historic/Thomas_Reid/MS_2131/6/v/28/?C=N;O=D,60.0,2.0,0.0,42.0,10.0,3.0,1.0,77.0,9.0,4.0,11.0,0.0,0.0,0.0,8.0,3.0
201,http://9779.info/%E5%85%B3%E4%BA%8E%E4%B8%AD%E5%9B%BD%E7%9A%84%E5%89%AA%E8%B4%B4%E7%94%BB/,83.0,1.0,0.0,74.0,9.0,2.0,1.0,225.0,22.0,4.0,72.0,0.0,0.0,0.0,0.0,0.0
206,http://9779.info/%E6%9C%89%E5%85%B3%E6%8A%A4%E7%90%86%E7%9A%84%E5%89%AA%E8%B4%B4%E7%94%BB/,83.0,1.0,0.0,74.0,9.0,2.0,1.0,225.0,21.0,4.0,72.0,0.0,0.0,0.0,0.0,0.0
207,http://9779.info/%E5%B9%BC%E5%84%BF%E5%9B%AD%E6%89%8B%E5%B7%A5%E5%9B%BE%E7%89%87%E8%B4%B4%E7%94%BB/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,22.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
208,http://9779.info/%E5%88%9D%E4%B8%80%E7%BE%8E%E6%9C%AF%E7%94%BB/,56.0,1.0,0.0,47.0,9.0,2.0,1.0,225.0,17.0,4.0,45.0,0.0,0.0,0.0,0.0,0.0
209,http://9779.info/%E5%A2%99%E7%BA%B8%E8%B4%B4%E7%94%BB%E7%88%B1%E6%83%85/,65.0,1.0,0.0,56.0,9.0,2.0,1.0,225.0,18.0,4.0,54.0,0.0,0.0,0.0,0.0,0.0
211,http://9779.info/%E5%B9%BC%E5%84%BF%E6%89%8B%E5%B7%A5%E7%A7%8D%E5%AD%90%E7%B2%98%E8%B4%B4%E7%94%BB/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,24.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
212,http://9779.info/%E5%B9%BC%E5%84%BF%E5%BA%9F%E6%97%A7%E6%8A%A5%E7%BA%B8%E6%8B%BC%E8%B4%B4%E7%94%BB/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,22.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
213,http://9779.info/%E5%B9%BC%E5%84%BF%E5%9B%AD%E5%89%AA%E8%B4%B4%E7%94%BB/,65.0,1.0,0.0,56.0,9.0,2.0,1.0,225.0,17.0,4.0,54.0,0.0,0.0,0.0,0.0,0.0
214,http://9779.info/%E8%89%B2%E5%8D%A1%E7%BA%B8%E7%B2%98%E8%B4%B4%E7%94%BB/,65.0,1.0,0.0,56.0,9.0,2.0,1.0,225.0,16.0,4.0,54.0,0.0,0.0,0.0,0.0,0.0
215,http://9779.info/%E7%81%AB%E6%9F%B4%E5%81%9A%E7%9A%84%E6%8B%BC%E8%B4%B4%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,17.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
216,http://9779.info/%E5%B9%BC%E5%84%BF%E5%9B%AD%E7%AE%80%E5%8D%95%E7%9A%84%E5%89%AA%E8%B4%B4%E7%94%BB/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,22.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
220,http://9779.info/%E5%85%B3%E4%BA%8E%E7%A7%8B%E7%9A%84%E7%B2%98%E8%B4%B4%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,20.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
221,http://9779.info/%E5%84%BF%E7%AB%A5%E5%BD%A9%E7%BA%BF%E8%B4%B4%E7%94%BB/,65.0,1.0,0.0,56.0,9.0,2.0,1.0,225.0,16.0,4.0,54.0,0.0,0.0,0.0,0.0,0.0
222,http://9779.info/%E5%86%B0%E6%B7%87%E6%B7%8B%E5%84%BF%E7%AB%A5%E7%94%BB/,65.0,1.0,0.0,56.0,9.0,2.0,1.0,225.0,17.0,4.0,54.0,0.0,0.0,0.0,0.0,0.0
223,http://abdn.ac.uk/local/php/doc/function.range.html,44.0,4.0,0.0,15.0,10.0,3.0,1.0,77.0,10.0,4.0,5.0,19.0,2.0,0.0,0.0,0.0
225,http://abdn.ac.uk/communications/coverage/content.php?id=433,53.0,3.0,0.0,25.0,10.0,3.0,1.0,77.0,10.0,4.0,14.0,11.0,1.0,0.0,7.0,3.0
226,http://abdn.ac.uk/diss/historic/Thomas_Reid/MS_2131/4/iii/,51.0,2.0,0.0,41.0,10.0,3.0,1.0,77.0,9.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0
229,http://9779.info/%E6%88%91%E7%9A%84%E5%AE%B6%E5%9B%AD%E6%8A%98%E7%BA%B8%E7%B2%98%E8%B4%B4%E7%94%BB/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,23.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
230,http://9779.info/%E5%85%AD%E4%B8%80%E5%84%BF%E7%AB%A5%E8%8A%82%E5%B8%83%E8%89%BA%E8%B4%B4%E7%94%BB/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,23.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
231,http://9779.info/%E6%80%8E%E7%94%A8%E6%A0%91%E5%8F%B6%E6%8B%BC%E8%B4%B4%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,19.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
232,http://9779.info/%E6%A0%91%E5%8F%B6%E6%8B%BC%E5%9B%BE%E7%B2%98%E8%B4%B4%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,20.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
233,http://9779.info/%E9%87%91%E9%B1%BC%E5%8F%B6%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,19.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
236,http://9779.info/%E5%A4%A7%E7%8F%AD%E6%B4%BB%E5%8A%A8%E5%AE%A4%E5%89%AA%E8%B4%B4%E7%94%BB/,83.0,1.0,0.0,74.0,9.0,2.0,1.0,225.0,19.0,4.0,72.0,0.0,0.0,0.0,0.0,0.0
237,http://9779.info/%E8%9B%8B%E5%A3%B3%E6%8B%BC%E8%B4%B4%E7%94%BB%E6%95%99%E6%A1%88/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,19.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
239,http://9779.info/%E5%A4%8D%E6%9D%82%E7%9A%84%E7%A7%8D%E5%AD%90%E6%8B%BC%E8%B4%B4%E7%94%BB/,83.0,1.0,0.0,74.0,9.0,2.0,1.0,225.0,21.0,4.0,72.0,0.0,0.0,0.0,0.0,0.0
241,http://9779.info/%E5%B9%BC%E5%84%BF%E5%8D%A7%E5%AE%A4%E8%A3%85%E9%A5%B0%E8%B4%B4%E7%94%BB/,83.0,1.0,0.0,74.0,9.0,2.0,1.0,225.0,22.0,4.0,72.0,0.0,0.0,0.0,0.0,0.0
242,http://9779.info/%E4%BA%B2%E5%AD%90%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/,65.0,1.0,0.0,56.0,9.0,2.0,1.0,225.0,18.0,4.0,54.0,0.0,0.0,0.0,0.0,0.0
243,http://9779.info/%E4%BA%B2%E5%AD%90%E6%AF%9B%E7%BA%BF%E8%B4%B4%E7%94%BB/,65.0,1.0,0.0,56.0,9.0,2.0,1.0,225.0,18.0,4.0,54.0,0.0,0.0,0.0,0.0,0.0
244,http://9779.info/%E5%85%B3%E4%BA%8E%E5%AD%A6%E6%A0%A1%E7%9A%84%E7%B2%98%E8%B4%B4%E7%94%BB/,83.0,1.0,0.0,74.0,9.0,2.0,1.0,225.0,23.0,4.0,72.0,0.0,0.0,0.0,0.0,0.0
245,http://9779.info/%E8%B1%86%E5%AD%90%E7%B2%98%E8%B4%B4%E7%94%BB%E5%9B%BE%E8%9D%B4%E8%9D%B6/,83.0,1.0,0.0,74.0,9.0,2.0,1.0,225.0,19.0,4.0,72.0,0.0,0.0,0.0,0.0,0.0
246,http://9779.info/%E4%BC%9A%E5%8A%A8%E7%9A%84%E6%B0%B4%E6%9E%9C%E7%AE%80%E7%AC%94%E7%94%BB/,83.0,1.0,0.0,74.0,9.0,2.0,1.0,225.0,21.0,4.0,72.0,0.0,0.0,0.0,0.0,0.0
247,http://abdn.ac.uk/experts/details.php?id=33&subject=Less%20than%20full%20time%20training,81.0,3.0,0.0,9.0,10.0,3.0,1.0,77.0,15.0,4.0,7.0,11.0,1.0,0.0,51.0,36.0
250,http://abdn.ac.uk/socsci/publications/full_details.php?id=798,54.0,3.0,0.0,21.0,10.0,3.0,1.0,77.0,10.0,4.0,12.0,16.0,1.0,1.0,7.0,3.0
251,http://aboutmyarea.co.uk/site/content.asp?area=250&m=8&type=3031&story=25156,69.0,3.0,0.0,6.0,17.0,3.0,1.0,56.0,13.0,11.0,4.0,11.0,1.0,0.0,35.0,5.0
252,http://9779.info/%E5%B9%BC%E5%84%BF%E7%B2%98%E8%B4%B4%E7%94%BB%E6%A0%91%E5%8F%B6%E5%9B%BE%E7%89%87/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,24.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
253,http://9779.info/%E9%A3%9E%E6%9C%BA%E6%A0%91%E5%8F%B6%E7%B2%98%E8%B4%B4%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,21.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
254,http://9779.info/%E5%84%BF%E7%AB%A5%E7%B2%98%E8%B4%B4%E7%94%BB%E5%88%B6%E4%BD%9C/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,20.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
255,http://9779.info/%E5%89%AA%E8%B4%B4%E7%94%BB%E7%BA%BF%E6%8F%8F%E4%BD%9C%E5%93%81%E6%AC%A3%E8%B5%8F/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,23.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
259,http://9779.info/%E4%B8%AD%E7%8F%AD%E5%B9%BC%E5%84%BF%E7%B2%98%E8%B4%B4%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,19.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
260,http://9779.info/%E4%BA%B2%E5%AD%90%E7%B2%98%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87%E6%AC%A3%E8%B5%8F/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,24.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
263,http://9779.info/%E6%A0%91%E5%8F%B6%E7%B2%98%E8%B4%B4%E7%94%BB/2.html,62.0,2.0,0.0,47.0,9.0,2.0,1.0,225.0,17.0,4.0,45.0,6.0,1.0,0.0,0.0,0.0
265,http://abdn.ac.uk/museums,18.0,2.0,0.0,1.0,10.0,3.0,1.0,77.0,5.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0
266,http://abdn.ac.uk/elphinstone/events/smithsonian/pages/101_0151.htm,60.0,3.0,0.0,38.0,10.0,3.0,1.0,77.0,10.0,4.0,11.0,12.0,1.0,1.0,0.0,0.0
267,http://abdn.ac.uk/diss/historic/Thomas_Reid/MS_2131/8/i/03/?C=M;O=A,60.0,2.0,0.0,42.0,10.0,3.0,1.0,77.0,9.0,4.0,11.0,0.0,0.0,0.0,8.0,3.0
268,http://aquent.co.uk/AboutUs/Press/PressReleases/2003/barcelona.html,60.0,3.0,0.0,34.0,12.0,3.0,1.0,225.0,10.0,6.0,13.0,14.0,1.0,0.0,0.0,0.0
272,http://9779.info/%E9%A3%8E%E6%99%AF%E7%9A%B1%E7%BA%B9%E7%BA%B8%E7%B2%98%E8%B4%B4%E7%94%BB/,83.0,1.0,0.0,74.0,9.0,2.0,1.0,225.0,21.0,4.0,72.0,0.0,0.0,0.0,0.0,0.0
273,http://9779.info/%E5%9C%A3%E8%AF%9E%E8%8A%82%E7%94%BB%E7%94%BB%E4%BD%9C%E5%93%81/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,18.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
274,http://9779.info/%E7%BA%BD%E6%89%A3%E7%B2%98%E8%B4%B4%E7%94%BB%E5%90%91%E6%97%A5%E8%91%B5/,83.0,1.0,0.0,74.0,9.0,2.0,1.0,225.0,21.0,4.0,72.0,0.0,0.0,0.0,0.0,0.0
275,https://twitter.com/share?url=http://www.greeteasy.com/sending-warm-greetings-on-independence-day/,90.0,3.0,0.0,79.0,11.0,2.0,1.0,225.0,14.0,7.0,42.0,0.0,0.0,0.0,0.0,0.0
276,http://9779.info/%E6%89%8B%E5%B7%A5%E5%8D%A1%E7%BA%B8%E5%88%BA%E7%8C%AC%E5%89%AA%E8%B4%B4%E7%94%BB/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,22.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
281,http://9779.info/%E5%88%9B%E6%84%8F%E7%AB%8B%E4%BD%93%E6%89%8B%E5%B7%A5%E5%89%AA%E8%B4%B4%E7%94%BB/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,23.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
284,http://9779.info/%E5%8A%A8%E7%89%A9%E6%B5%B7%E7%BB%B5%E7%BA%B8%E5%89%AA%E8%B4%B4%E7%94%BB/,83.0,1.0,0.0,74.0,9.0,2.0,1.0,225.0,19.0,4.0,72.0,0.0,0.0,0.0,0.0,0.0
285,http://9779.info/%E7%B1%B3%E7%B2%92%E7%B2%98%E8%B4%B4%E7%94%BB%E5%B7%A5%E5%85%B7/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,17.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
287,http://9779.info/%E6%89%8B%E5%B7%A5%E6%B2%BE%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,18.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
288,http://9779.info/%E8%A5%BF%E7%93%9C%E5%AD%90%E7%9A%AE%E6%8B%BC%E8%B4%B4%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,20.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
289,http://9779.info/%E5%B9%BC%E5%84%BF%E5%9B%AD%E6%89%8B%E5%B7%A5%E7%B2%98%E8%B4%B4%E7%94%BB%E6%95%99%E6%A1%88/,101.0,1.0,0.0,92.0,9.0,2.0,1.0,225.0,26.0,4.0,90.0,0.0,0.0,0.0,0.0,0.0
293,http://9779.info/%E6%A0%91%E5%8F%B6%E8%B4%B4%E7%94%BB%E4%BD%9C%E5%93%81%20%E5%AE%B6%E5%9B%AD/,86.0,1.0,0.0,77.0,9.0,2.0,1.0,225.0,23.0,4.0,75.0,0.0,0.0,0.0,0.0,0.0
294,http://9779.info/%E7%BE%8E%E4%B8%BD%E7%9A%84%E5%A4%9C%E6%99%9A%E5%89%AA%E8%B4%B4%E7%94%BB/,83.0,1.0,0.0,74.0,9.0,2.0,1.0,225.0,22.0,4.0,72.0,0.0,0.0,0.0,0.0,0.0
295,http://abdn.ac.uk/mediareleases/release.php?id=613,43.0,3.0,0.0,15.0,10.0,3.0,1.0,77.0,9.0,4.0,13.0,11.0,1.0,0.0,7.0,3.0
296,http://9779.info/%E5%87%A0%E4%BD%95%E5%9B%BE%E5%BD%A2%E6%8B%BC%E8%B4%B4%E7%94%BB%E4%BD%9C%E5%93%81/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,23.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
300,http://9779.info/%E6%A0%91%E5%8F%B6%E8%B4%B4%E7%94%BB%E4%BD%9C%E5%93%81/2.html,71.0,2.0,0.0,56.0,9.0,2.0,1.0,225.0,20.0,4.0,54.0,6.0,1.0,0.0,0.0,0.0
303,http://9779.info/%E8%91%97%E5%90%8D%E5%A3%81%E7%94%BB%E4%BD%9C%E5%93%81/,65.0,1.0,0.0,56.0,9.0,2.0,1.0,225.0,18.0,4.0,54.0,0.0,0.0,0.0,0.0,0.0
305,http://9779.info/%E6%A0%91%E5%8F%B6%E5%B0%8F%E5%A5%B3%E5%AD%A9%E7%B2%98%E8%B4%B4%E7%94%BB/,83.0,1.0,0.0,74.0,9.0,2.0,1.0,225.0,21.0,4.0,72.0,0.0,0.0,0.0,0.0,0.0
308,http://9779.info/%E5%85%AD%E4%B8%80%E5%84%BF%E7%AB%A5%E8%8A%82%E5%B0%8F%E8%B4%B4%E7%94%BB/,83.0,1.0,0.0,74.0,9.0,2.0,1.0,225.0,22.0,4.0,72.0,0.0,0.0,0.0,0.0,0.0
310,http://9779.info/%E4%BD%8F%E5%9C%A8%E6%A0%91%E4%B8%8A%E7%9A%84%E5%AE%B6%E5%89%AA%E8%B4%B4%E7%94%BB/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,25.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
311,http://9779.info/%E5%BA%9F%E7%89%A9%E5%88%A9%E7%94%A8%E7%93%B6%E7%9B%96%E7%B2%98%E8%B4%B4%E7%94%BB/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,21.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
313,http://advicenow.org.uk/go/redir.html?termId=160&targetId=1133&targetUrl=http://www.tradingstandards.gov.uk/cgi-bin/calitem.cgi?file=ADV0047-1111.txt,142.0,8.0,0.0,93.0,16.0,3.0,1.0,37.0,22.0,9.0,51.0,11.0,1.0,0.0,22.0,16.0
317,http://9779.info/%E5%84%BF%E7%AB%A5%E7%AB%8B%E4%BD%93%E5%8D%A1%E8%B4%B4%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,19.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
318,http://advicenow.org.uk/go/redir.html?termId=49&targetId=1112&targetUrl=http://www.tradingstandards.gov.uk/cgi-bin/calitem.cgi?file=ADV0057-1011.txt,141.0,8.0,0.0,92.0,16.0,3.0,1.0,37.0,22.0,9.0,50.0,11.0,1.0,0.0,22.0,16.0
319,https://twitter.com/share?url=http://www.greeteasy.com/warm-wishes-for-new-year/,72.0,3.0,0.0,61.0,11.0,2.0,1.0,225.0,13.0,7.0,24.0,0.0,0.0,0.0,0.0,0.0
323,http://9779.info/%E5%88%9D%E4%B8%AD%E7%A7%91%E6%8A%80%E7%BB%98%E7%94%BB/,65.0,1.0,0.0,56.0,9.0,2.0,1.0,225.0,18.0,4.0,54.0,0.0,0.0,0.0,0.0,0.0
324,http://9779.info/%E6%A0%91%E5%8F%B6%E6%88%BF%E5%AD%90%E7%B2%98%E8%B4%B4%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,20.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
325,http://abdn.ac.uk/local/php/doc/faq.general.html,41.0,4.0,0.0,15.0,10.0,3.0,1.0,77.0,10.0,4.0,5.0,16.0,2.0,0.0,0.0,0.0
326,http://advicenow.org.uk/go/redir.html?termId=119&targetId=335&targetUrl=http://england.shelter.org.uk/advice/advice-103.cfm,116.0,7.0,0.0,86.0,16.0,3.0,1.0,37.0,17.0,9.0,50.0,14.0,1.0,1.0,0.0,0.0
328,http://abdn.ac.uk/general_practice/teaching/practice/nairn.hti,55.0,3.0,0.0,36.0,10.0,3.0,1.0,77.0,9.0,4.0,16.0,9.0,1.0,0.0,0.0,0.0
329,http://abdn.ac.uk/diss/historic/Thomas_Reid/MS_2131/8/i/19/?C=S;O=D,60.0,2.0,0.0,42.0,10.0,3.0,1.0,77.0,9.0,4.0,11.0,0.0,0.0,0.0,8.0,3.0
330,http://abdn.ac.uk/local/php/doc/zend-api.zend-update-static-property-rt-stringl.html,77.0,4.0,0.0,15.0,10.0,3.0,1.0,77.0,15.0,4.0,5.0,52.0,2.0,6.0,0.0,0.0
331,http://9779.info/%E9%98%BF%E7%8B%B8%E7%BA%B8%E7%BB%B3%E7%B2%98%E8%B4%B4%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,16.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
334,http://abdn.ac.uk/diss/historic/Thomas_Reid/MS_2131/1/ii/04/?C=M;O=A,61.0,2.0,0.0,43.0,10.0,3.0,1.0,77.0,10.0,4.0,11.0,0.0,0.0,0.0,8.0,3.0
336,http://9779.info/%E6%BC%82%E4%BA%AE%E5%A2%99%E7%BA%B8%E8%B4%B4%E7%94%BB/,65.0,1.0,0.0,56.0,9.0,2.0,1.0,225.0,18.0,4.0,54.0,0.0,0.0,0.0,0.0,0.0
338,http://abdn.ac.uk/historic/Courses_seminars.shtml,42.0,3.0,0.0,10.0,10.0,3.0,1.0,77.0,7.0,4.0,8.0,22.0,1.0,1.0,0.0,0.0
341,http://9779.info/%E6%95%99%E5%B8%88%E6%89%8B%E5%B7%A5%E4%BD%9C%E5%93%81%E8%B4%B4%E7%94%BB/,83.0,1.0,0.0,74.0,9.0,2.0,1.0,225.0,23.0,4.0,72.0,0.0,0.0,0.0,0.0,0.0
342,http://9779.info/%E5%88%9D%E4%B8%AD%E7%94%BB%E7%9A%84%E5%AE%89%E5%85%A8%E6%89%8B%E6%8A%84%E6%8A%A5/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,22.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
344,http://9779.info/%E5%85%B3%E4%BA%8E%E8%88%9E%E8%B9%88%E7%9A%84%E5%89%AA%E8%B4%B4%E7%94%BB/,83.0,1.0,0.0,74.0,9.0,2.0,1.0,225.0,21.0,4.0,72.0,0.0,0.0,0.0,0.0,0.0
345,http://9779.info/%E5%85%AD%E4%B8%80%E5%84%BF%E7%AB%A5%E6%8B%BC%E8%B4%B4%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,21.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
347,http://9779.info/%E5%84%BF%E7%AB%A5%E7%B2%98%E5%9C%9F%E7%B2%98%E8%B4%B4%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,17.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
351,https://maps.googleapis.com/maps/api/js?sensor=false&callback=initializeMap,67.0,2.0,0.0,10.0,19.0,3.0,1.0,225.0,10.0,10.0,4.0,2.0,0.0,0.0,36.0,13.0
354,http://9779.info/%E8%93%9D%E8%89%B2%E6%B5%B7%E6%B4%8B%E5%89%AA%E8%B4%B4%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,18.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
355,http://abdn.ac.uk/scottskinner/audio.php,33.0,3.0,0.0,14.0,10.0,3.0,1.0,77.0,7.0,4.0,12.0,9.0,1.0,0.0,0.0,0.0
357,http://9779.info/%E8%B1%86%E5%AD%90%E8%9D%B4%E8%9D%B6%E7%B2%98%E8%B4%B4%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,17.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
358,http://9779.info/%E5%B0%8F%E7%8F%AD%E7%AB%AF%E5%8D%88%E8%8A%82%E7%9A%84%E5%89%AA%E8%B4%B4%E7%94%BB/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,22.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
359,http://9779.info/%E6%9B%BE%E6%B1%9F%20%E5%9B%BD%E7%94%BB%E4%BD%9C%E5%93%81/,68.0,1.0,0.0,59.0,9.0,2.0,1.0,225.0,18.0,4.0,57.0,0.0,0.0,0.0,0.0,0.0
362,http://9779.info/%E8%8F%A0%E8%90%9D%E7%B2%98%E8%B4%B4%E7%94%BB/,56.0,1.0,0.0,47.0,9.0,2.0,1.0,225.0,14.0,4.0,45.0,0.0,0.0,0.0,0.0,0.0
