,url,length_of_url,number_of_dots,suspicious_words,number_of_hyphens_in_domain,length_of_directory,number_subdirectories_in_url,length_of_domain,words_in_domain,path_tokens,url_contains_ip,has_alexa_rank,use_https,country_code,age,words,entropy,special_chars,length_of_largest_domain_token,average_length_of_domain_tokens,length_of_largest_path_token,average_length_of_path_tokens,suspicious_tld_name,file_name_present,len_of_filename,num_dot_in_filename,num_delims_in_filename,args_present,length_of_arguments,number_of_argument_variables,length_of_largest_variable,maximum_number_of_delims_in_arguments,class
14312,http://amazon.co.uk/b/ref=amb_link_33636565_9/202-2513040-1206232?ie=UTF8&node=16257431&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=left-1&pf_rd_r=1HBW79JJJSKY5DB72KMX&pf_rd_t=101&pf_rd_p=114319791&pf_rd_i=13821481,194,2,0,0,27,2,12,3,2,0,1,0,225,1,25,5.29894,1,6,3.33,23,12.0,0,1,19,0,2,1,136,8,20,2,malicious
14350,http://ancestry.co.uk/search/db.aspx?dbid=20208,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.47945,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
14364,http://ancestry.co.uk/search/db.aspx?dbid=24510,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.56455,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
14457,http://amazon.co.uk/Recommended-Manga-Anime/lm/R1MF8V8HDQC3I6/ref=cm_lmt_srch_f_1/202-2513040-1206232,94,2,1,0,63,4,12,3,4,0,1,0,225,1,14,5.10674,1,6,3.33,23,14.5,0,1,19,0,2,0,0,0,0,0,malicious
14458,http://amazon.co.uk/gp/offer-listing/B0000XO2IS/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-11&pf_rd_r=0EQFJYHQRCGD40BCHXF1&pf_rd_t=101&pf_rd_p=136560691&pf_rd_i=468292,175,2,1,0,29,3,12,3,3,0,1,0,101,1,24,5.32784,1,6,3.33,13,8.33,0,1,19,0,2,1,115,6,20,2,malicious
14519,http://astore.amazon.co.uk/allezvinsfrenchr/detail/1853260320/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.74565,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
14522,http://astore.amazon.co.uk/ukvisit-21/listmania/RU4HCZKMNRZHC/203-6933174-0803961,74,3,0,0,36,3,19,4,3,0,0,0,101,1,12,5.01571,1,6,4.0,13,10.67,0,1,19,0,2,0,0,0,0,0,malicious
14528,http://amazon.co.uk/gp/redirect.html/ref=amb_link_17598465_4/202-2513040-1206232?location=http://advantage.amazon.co.uk/gp/vendor/public/join/&token=42CB4923EB08A2F8BC3251ACCEF58F62B7B708F1&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=left-5&pf_rd_r=1VBNXA4AVPMFJ3D85X6W&pf_rd_t=101&pf_rd_p=114363091&pf_rd_i=300435,294,6,1,0,123,10,12,3,10,0,1,0,101,1,31,5.45995,1,6,3.33,34,11.2,0,1,159,0,27,0,0,0,0,0,malicious
14580,http://astore.amazon.co.uk/allezvinsfrenchr/detail/1843532883/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.7237,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
14615,http://astore.amazon.co.uk/allezvinsfrenchr/detail/0007222017/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.72494,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
14642,http://ancestry.co.uk/search/db.aspx?dbid=20350,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.522,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
14669,http://astore.amazon.co.uk/allezvinsfrenchr/detail/1861977743/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.81491,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
14691,http://amazon.co.uk/gp/subs/rentals/browse/501888/2/202-2513040-1206232?ie=UTF8&parentNodeID=&filterMode=,98,2,1,0,33,6,12,3,6,0,1,0,225,1,16,5.06021,1,6,3.33,7,4.33,0,1,19,0,2,1,34,3,4,0,malicious
14720,http://astore.amazon.co.uk/ukvisit-21/listmania/3NW0Z94YAUOK1/203-6933174-0803961,74,3,0,0,36,3,19,4,3,0,0,0,101,1,12,4.95576,1,6,4.0,13,10.67,0,1,19,0,2,0,0,0,0,0,malicious
14817,http://astore.amazon.co.uk/allezvinsfrenchr/detail/006090674X/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.75895,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
14847,http://amazon.co.uk/b/ref=amb_link_40465765_3/202-2513040-1206232?ie=UTF8&node=305251011&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-2&pf_rd_r=01P5YJ070VRMA1TV90Z7&pf_rd_t=101&pf_rd_p=138089891&pf_rd_i=11052591,197,2,0,0,27,2,12,3,2,0,1,0,101,1,25,5.19306,1,6,3.33,23,12.0,0,1,19,0,2,1,139,8,20,2,malicious
14849,http://ancestry.co.uk/search/db.aspx?dbid=17385,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.56455,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
14870,http://astore.amazon.co.uk/allezvinsfrenchr/detail/9622177212/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.78365,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
14874,http://ancestry.co.uk/search/db.aspx?dbid=21198,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.522,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
14892,http://amazon.co.uk/Childrens-Books/b/ref=sv_k_h_b_cs_2/202-2513040-1206232?_encoding=UTF8&node=69,91,2,0,0,37,3,12,3,3,0,1,0,225,1,15,5.10134,1,6,3.33,17,11.0,0,1,19,0,2,1,23,2,4,1,malicious
14941,http://amazon.co.uk/s/ref=sr_nr_p_4_2/202-2513040-1206232?ie=UTF8&rh=n:560834,70,2,0,0,19,2,12,3,2,0,1,0,225,1,13,4.89163,1,6,3.33,15,8.0,0,1,19,0,2,1,20,2,8,0,malicious
14956,http://ancestry.co.uk/search/locality/dbpage.aspx?i=s&tp=2&p=30,56,3,0,0,17,2,14,3,2,0,1,0,225,1,10,4.53761,1,8,4.0,8,7.0,0,1,11,1,0,1,14,3,2,0,malicious
14960,http://ancestry.co.uk/search/db.aspx?dbid=24469,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.522,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
14964,http://astore.amazon.co.uk/allezvinsfrenchr/detail/0709070977/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.72494,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
14990,http://amazon.co.uk/My-favourite-musicals-all-time/lm/1X3FCXEK5GPES/ref=cm_lmt_dtpa_f_3/202-2513040-1206232,100,2,1,0,69,4,12,3,4,0,1,0,225,1,16,5.0582699999999985,1,6,3.33,30,16.0,0,1,19,0,2,0,0,0,0,0,malicious
15011,http://amazon.co.uk/gp/offer-listing/B000FTH5AO/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-8&pf_rd_r=1HTZA795S03BDJDXHNDB&pf_rd_t=101&pf_rd_p=133960291&pf_rd_i=11052651,176,2,1,0,29,3,12,3,3,0,1,0,225,1,23,5.28273,1,6,3.33,13,8.33,0,1,19,0,2,1,116,6,20,2,malicious
15043,http://amazon.co.uk/dvds-rental-used-boxed-sets/b/ref=br_bc_h_1_2/202-2513040-1206232?_encoding=UTF8&node=283926&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=left-nav-1&pf_rd_r=1YYN4TH2DEE54RAKM1NJ&pf_rd_t=101&pf_rd_p=139140891&pf_rd_i=468294,221,2,0,0,47,3,12,3,3,0,1,0,101,1,31,5.33119,1,6,3.33,27,14.33,0,1,19,0,2,1,143,8,20,2,malicious
15073,http://astore.amazon.co.uk/ukvisit-21/listmania/2ATG2A87J0X6O/203-6933174-0803961,74,3,0,0,36,3,19,4,3,0,0,0,101,1,12,4.916930000000002,1,6,4.0,13,10.67,0,1,19,0,2,0,0,0,0,0,malicious
15128,http://amazon.co.uk/s/ref=sr_pg_5/202-2513040-1206232?ie=UTF8&rh=n:520920,66,2,0,0,15,2,12,3,2,0,1,0,225,1,13,4.91059,1,6,3.33,11,6.0,0,1,19,0,2,1,20,2,8,0,malicious
15171,http://amazon.co.uk/Apple-iPod-Video-Black-Generation/dp/B000HZFC3I/ref=pd_ts_c_th_3/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=right-4&pf_rd_r=1JZY72VCS1RHR74JCE34&pf_rd_t=101&pf_rd_p=121361091&pf_rd_i=560798,210,2,1,0,66,4,12,3,4,0,1,0,225,1,28,5.34168,1,6,3.33,33,15.25,0,1,19,0,2,1,113,6,20,2,malicious
15240,http://astore.amazon.co.uk/allezvinsfrenchr/detail/B0002LGWZY/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.89347,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
15289,http://astore.amazon.co.uk/allezvinsfrenchr/detail/0450042685/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.72545,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
15511,http://astore.amazon.co.uk/allezvinsfrenchr/detail/B000AHMRA4/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.86878,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
15547,http://ancestry.co.uk/search/db.aspx?dbid=16401,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.522,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
15607,http://amazon.co.uk/b/ref=amb_link_36593465_5/202-2513040-1206232?ie=UTF8&node=1083922&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-7&pf_rd_r=00369Y0BS3W39NQMKC3H&pf_rd_t=101&pf_rd_p=121938891&pf_rd_i=468294,193,2,0,0,27,2,12,3,2,0,1,0,225,1,25,5.28229,1,6,3.33,23,12.0,0,1,19,0,2,1,135,8,20,2,malicious
15628,http://ancestry.co.uk/search/db.aspx?dbid=22935,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.522,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
15638,http://astore.amazon.co.uk/allezvinsfrenchr/detail/0486419851/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.79347,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
15648,http://ancestry.co.uk/search/db.aspx?dbid=20581,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.56455,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
15655,http://ancestry.co.uk/search/db.aspx?dbid=17676,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.47945,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
15660,http://astore.amazon.co.uk/allezvinsfrenchr/detail/0195182502/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.7889800000000005,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
15670,http://amazon.co.uk/s/ref=br_nf_2_more/202-2513040-1206232?_encoding=UTF8&field-video-release-date=20070507-20070513&node=573406&rank=salesrank&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-12&pf_rd_r=07J7VCDXEY0BZGPRF04S&pf_rd_t=101&pf_rd_p=130127691&pf_rd_i=283926,251,2,0,0,20,2,12,3,2,0,1,0,101,1,34,5.29175,1,6,3.33,16,8.5,0,1,19,0,2,1,200,10,20,3,malicious
15689,http://astore.amazon.co.uk/allezvinsfrenchr/detail/B000025QUG/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.84234,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
15701,http://astore.amazon.co.uk/allezvinsfrenchr/detail/0749546212/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.80761,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
15779,http://amazon.co.uk/gp/product/0224081187/ref=pd_ts_3p_th_3/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-4&pf_rd_r=1YYN4TH2DEE54RAKM1NJ&pf_rd_t=101&pf_rd_p=135538891&pf_rd_i=468294,186,2,1,0,41,4,12,3,4,0,1,0,101,1,24,5.15555,1,6,3.33,17,9.0,0,1,19,0,2,1,114,6,20,2,malicious
15780,http://astore.amazon.co.uk/ukvisit-21/detail/B000002J27/203-6933174-0803961,68,3,0,0,30,3,19,4,3,0,0,0,101,1,12,4.72358,1,6,4.0,10,8.67,0,1,19,0,2,0,0,0,0,0,malicious
15798,http://astore.amazon.co.uk/allezvinsfrenchr/detail/0745949614/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.81008,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
15954,http://amazon.co.uk/s/ref=sr_nr_n_3/202-2513040-1206232?ie=UTF8&rh=n:520920,68,2,0,0,17,2,12,3,2,0,1,0,225,1,13,4.8504,1,6,3.33,13,7.0,0,1,19,0,2,1,20,2,8,0,malicious
15962,http://ancestry.co.uk/search/db.aspx?dbid=10331,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.47945,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
15970,http://astore.amazon.co.uk/allezvinsfrenchr/detail/0060002492/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.6546400000000006,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
15991,http://amazon.co.uk/b/ref=amb_link_19549065_13/202-2513040-1206232?ie=UTF8&node=283922&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=left-1&pf_rd_r=1PSYCHDF69RYFB5WJ3H1&pf_rd_t=101&pf_rd_p=114296191&pf_rd_i=573398,191,2,0,0,28,2,12,3,2,0,1,0,225,1,25,5.28491,1,6,3.33,24,12.5,0,1,19,0,2,1,132,8,20,2,malicious
15994,http://ancestry.co.uk/search/db.aspx?dbid=19825,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.56455,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
16000,http://astore.amazon.co.uk/allezvinsfrenchr/detail/B0000B0A0O/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.74811,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
16001,http://amazon.co.uk/Lateral-Thigh-Trainer-Brenda-DyGraf/dp/B0000DIOA2/ref=pd_ts_c_th_2/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=right-4&pf_rd_r=0478CR8WX5RRES3DX65Y&pf_rd_t=101&pf_rd_p=136095391&pf_rd_i=318949011,215,2,1,0,68,4,12,3,4,0,1,0,225,1,28,5.30242,1,6,3.33,35,15.75,0,1,19,0,2,1,116,6,20,2,malicious
16089,http://ancestry.co.uk/search/db.aspx?dbid=13476,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.56455,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
16140,http://amazon.co.uk/exec/obidos/tg/stores/your/store-home/-/0/ref=topnav_ys_k_h_b_cs/202-2513040-1206232,97,2,1,0,66,9,12,3,9,0,1,0,101,1,16,4.70937,1,6,3.33,22,6.22,0,1,19,0,2,0,0,0,0,0,malicious
16169,http://ancestry.co.uk/search/db.aspx?dbid=23576,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.56455,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
16217,http://astore.amazon.co.uk/ukvisit-21/detail/B0000C8Y0N/203-6933174-0803961,68,3,0,0,30,3,19,4,3,0,0,0,101,1,12,4.80358,1,6,4.0,10,8.67,0,1,19,0,2,0,0,0,0,0,malicious
16220,http://astore.amazon.co.uk/ukvisit-21/listmania/R2I94QBOOE9HBK/203-6933174-0803961,75,3,0,0,37,3,19,4,3,0,0,0,101,1,12,4.9915,1,6,4.0,14,11.0,0,1,19,0,2,0,0,0,0,0,malicious
16243,http://amazon.co.uk/gp/feature.html/ref=amb_link_40607865_1/202-2513040-1206232?ie=UTF8&docId=1000060253&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=right-1&pf_rd_r=0VTYGS881QFRB63GED1F&pf_rd_t=101&pf_rd_p=136559991&pf_rd_i=468292,210,3,1,0,41,3,12,3,3,0,1,0,225,1,28,5.32767,1,6,3.33,23,12.33,0,1,19,0,2,1,138,8,20,2,malicious
16265,http://amazon.co.uk/gp/product/B000ANDA4U/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=right-4&pf_rd_r=0CCBHQG3HCPJK5F9X16J&pf_rd_t=101&pf_rd_p=117282191&pf_rd_i=1100654,168,2,1,0,23,3,12,3,3,0,1,0,225,1,22,5.24625,1,6,3.33,10,6.33,0,1,19,0,2,1,114,6,20,2,malicious
16277,http://ancestry.co.uk/s0/search/rd.ashx?db=redbook&f3=gs264,52,3,1,0,11,2,14,3,2,0,1,0,225,1,12,4.60717,1,8,4.0,6,4.0,0,1,7,1,0,1,20,2,7,0,malicious
16313,http://amazon.co.uk/video-vhs-used-videos/b/ref=br_bc_h_1_10/202-2513040-1206232?_encoding=UTF8&node=573398&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=left-nav-1&pf_rd_r=1F3B8EATKZ4DVBDBVMHQ&pf_rd_t=101&pf_rd_p=139140891&pf_rd_i=468294,216,2,0,0,42,3,12,3,3,0,1,0,225,1,30,5.37972,1,6,3.33,21,12.67,0,1,19,0,2,1,143,8,20,2,malicious
16355,http://ancestry.co.uk/search/db.aspx?dbid=17881,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.47945,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
16378,http://ancestry.co.uk/search/db.aspx?dbid=6101,39,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.46866,1,8,4.0,6,6.0,0,1,7,1,0,1,10,1,4,0,malicious
16382,http://amazon.co.uk/gp/product/0753508346/ref=amb_link_41266765_2/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-8&pf_rd_r=067S1XJ05YARWRKMW6H6&pf_rd_t=101&pf_rd_p=138697891&pf_rd_i=266239,192,2,1,0,47,4,12,3,4,0,1,0,101,1,24,5.23047,1,6,3.33,23,10.5,0,1,19,0,2,1,114,6,20,2,malicious
16415,http://ancestry.co.uk/search/db.aspx?dbid=13482,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.56455,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
16453,http://amazon.co.uk/gp/richpub/listmania/byauthor/A36EJ4RJ24OORN/ref=cm_lmt_srch_p_1/202-2513040-1206232,97,2,1,0,66,6,12,3,6,0,1,0,225,1,14,5.0088300000000014,1,6,3.33,19,9.83,0,1,19,0,2,0,0,0,0,0,malicious
16454,http://amazon.co.uk/gp/richpub/listmania/fullview/RGPSNASV8FASH/ref=amb_link_18189865_7/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=left-2&pf_rd_r=0JNDPEP30B2BDDNW1QEV&pf_rd_t=101&pf_rd_p=137869791&pf_rd_i=229816,212,2,1,0,69,6,12,3,6,0,1,0,101,1,26,5.45806,1,6,3.33,23,10.33,0,1,19,0,2,1,112,6,20,2,malicious
16476,http://ancestry.co.uk/search/db.aspx?dbid=28145,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.56455,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
16521,http://amazon.co.uk/gp/feature.html/ref=amb_link_39125865_26/202-2513040-1206232?ie=UTF8&docId=850701&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-7&pf_rd_r=1W3X0CA2B4X3Z726P6DT&pf_rd_t=101&pf_rd_p=138452491&pf_rd_i=283926,208,3,1,0,42,3,12,3,3,0,1,0,225,1,28,5.31121,1,6,3.33,24,12.67,0,1,19,0,2,1,135,8,20,2,malicious
16643,http://astore.amazon.co.uk/allezvinsfrenchr/detail/B0009JHTW4/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.86878,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
16688,http://amazon.co.uk/b/ref=amb_link_18164865_13/202-2513040-1206232?ie=UTF8&node=15836341&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=left-2&pf_rd_r=0GDFP48PGS135AG2Z872&pf_rd_t=101&pf_rd_p=131565991&pf_rd_i=560798,193,2,0,0,28,2,12,3,2,0,1,0,225,1,25,5.21002,1,6,3.33,24,12.5,0,1,19,0,2,1,134,8,20,2,malicious
16748,http://amazon.co.uk/gp/richpub/listmania/byauthor/AYLT6ZSZWZN6/ref=cm_lmt_srch_p_2/202-2513040-1206232,95,2,1,0,64,6,12,3,6,0,1,0,101,1,14,5.03347,1,6,3.33,19,9.5,0,1,19,0,2,0,0,0,0,0,malicious
16788,http://astore.amazon.co.uk/ukvisit-21/detail/B000L42MSS/203-6933174-0803961,68,3,0,0,30,3,19,4,3,0,0,0,101,1,12,4.8533800000000005,1,6,4.0,10,8.67,0,1,19,0,2,0,0,0,0,0,malicious
16808,http://ancestry.co.uk/search/db.aspx?dbid=6871,39,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.5121400000000005,1,8,4.0,6,6.0,0,1,7,1,0,1,10,1,4,0,malicious
16811,http://amazon.co.uk/gp/product/B000NORPQ0/ref=br_nf_1_2/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-9&pf_rd_r=1AVAXHHWF7F1RX9JHG10&pf_rd_t=101&pf_rd_p=128560691&pf_rd_i=526776,182,2,1,0,37,4,12,3,4,0,1,0,225,1,24,5.23308,1,6,3.33,13,8.0,0,1,19,0,2,1,114,6,20,2,malicious
16869,http://amazon.co.uk/s/ref=amb_link_41188865_17/202-2513040-1206232?ie=UTF8&search-alias=dvd&field-keywords=House&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-10&pf_rd_r=07J7VCDXEY0BZGPRF04S&pf_rd_t=101&pf_rd_p=138415791&pf_rd_i=283926,220,2,0,0,28,2,12,3,2,0,1,0,225,1,30,5.44007,1,6,3.33,24,12.5,0,1,19,0,2,1,161,9,20,2,malicious
16933,http://astore.amazon.co.uk/allezvinsfrenchr/detail/0141016493/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.74442,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
16999,http://amazon.co.uk/b/ref=amb_link_18157865_9/202-2513040-1206232?ie=UTF8&node=11712681&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=left-1&pf_rd_r=1CVV1Z4P2VFCVFCG3YAN&pf_rd_t=101&pf_rd_p=136376491&pf_rd_i=11052591,194,2,0,0,27,2,12,3,2,0,1,0,225,1,25,5.23998,1,6,3.33,23,12.0,0,1,19,0,2,1,136,8,20,2,malicious
17070,http://amazon.co.uk/b/ref=amb_link_18164865_5/202-2513040-1206232?ie=UTF8&node=190293011&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=left-2&pf_rd_r=1KB62THG5KRE32BTR2XS&pf_rd_t=101&pf_rd_p=131565991&pf_rd_i=560798,193,2,0,0,27,2,12,3,2,0,1,0,225,1,25,5.2270900000000005,1,6,3.33,23,12.0,0,1,19,0,2,1,135,8,20,2,malicious
17255,http://astore.amazon.co.uk/ukvisit-21/detail/0333994175/203-6933174-0803961,68,3,0,0,30,3,19,4,3,0,0,0,101,1,12,4.71164,1,6,4.0,10,8.67,0,1,19,0,2,0,0,0,0,0,malicious
17410,http://astore.amazon.co.uk/allezvinsfrenchr/detail/1841769533/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.82546,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
17462,http://astore.amazon.co.uk/allezvinsfrenchr/detail/1400046351/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.75497,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
17508,http://astore.amazon.co.uk/ukvisit-21/listmania/R3IV0PSR3WHLWN/203-6933174-0803961,75,3,0,0,37,3,19,4,3,0,0,0,101,1,12,4.99149,1,6,4.0,14,11.0,0,1,19,0,2,0,0,0,0,0,malicious
17514,http://ancestry.co.uk/search/db.aspx?dbid=17097,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.522,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
17550,http://ancestry.co.uk/search/db.aspx?dbid=25977,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.522,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
17575,http://astore.amazon.co.uk/ukvisit-21/detail/B000B73GYE/203-6933174-0803961,68,3,0,0,30,3,19,4,3,0,0,0,101,1,12,4.84199,1,6,4.0,10,8.67,0,1,19,0,2,0,0,0,0,0,malicious
17590,http://ancestry.co.uk/search/db.aspx?dbid=25400,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.522,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
17612,http://astore.amazon.co.uk/allezvinsfrenchr/detail/0714834491/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.76552,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
17631,http://ancestry.co.uk/search/db.aspx?dbid=21205,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.522,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
17648,http://astore.amazon.co.uk/allezvinsfrenchr/detail/0575074582/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.78415,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
17670,http://astore.amazon.co.uk/ukvisit-21/listmania/57E0X6LPOA1T/203-6933174-0803961,73,3,0,0,35,3,19,4,3,0,0,0,101,1,12,4.9656,1,6,4.0,12,10.33,0,1,19,0,2,0,0,0,0,0,malicious
17701,http://amazon.co.uk/s/ref=sr_nr_n_5/202-2513040-1206232?ie=UTF8&rh=n:520920,68,2,0,0,17,2,12,3,2,0,1,0,101,1,13,4.8504,1,6,3.33,13,7.0,0,1,19,0,2,1,20,2,8,0,malicious
17756,http://amazon.co.uk/gp/feature.html/ref=amb_link_22503765_9/202-2513040-1206232?ie=UTF8&docId=1000034963&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=left-1&pf_rd_r=0DNHN46F04N9G2EX9CBG&pf_rd_t=101&pf_rd_p=138121391&pf_rd_i=11055011,211,3,1,0,41,3,12,3,3,0,1,0,225,1,28,5.27307,1,6,3.33,23,12.33,0,1,19,0,2,1,139,8,20,2,malicious
